tangram,gameId,trialNum,repNum,partial,partial_length,kl
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with,7,0.29811762194838226
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms,8,0.1851667252243996
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out,9,0.011162260633420528
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and,10,1.117351471343134
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a,11,0.49689740627169715
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow,12,1.0195815151764043
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on,13,0.01544146861625111
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the,14,0.9337385547806618
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back,15,0.9470488294053392
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of,16,0.05584351034600206
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her,17,0.8582387356475558
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head,18,0.009409470881906003
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she,19,0.10754900408331595
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is,20,0.10013042986220616
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is facing,21,0.026052005897942113
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left,22,0.03567689935170045
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and,23,0.112670534653066
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the,24,0.0912022631369807
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow,25,0.23161414848622766
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in,26,0.020734898120652608
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on,27,0.015173112460612518
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the,28,0.013734258024189039
B,22dyGMRgestp8u5Lc,3,0,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right,29,0.16896669465755884
K,22dyGMRgestp8u5Lc,4,0,kneeling,1,3.316556559693769
K,22dyGMRgestp8u5Lc,4,0,kneeling in,2,0.4120258603238858
K,22dyGMRgestp8u5Lc,4,0,kneeling in gown,3,1.451416410031686
K,22dyGMRgestp8u5Lc,4,0,kneeling in gown with,4,0.1263589661686804
K,22dyGMRgestp8u5Lc,4,0,kneeling in gown with Bible,5,0.8647439948088766
K,22dyGMRgestp8u5Lc,4,0,kneeling in gown with Bible in,6,0.011034137182457606
K,22dyGMRgestp8u5Lc,4,0,"kneeling in gown with Bible in hand,",7,0.029607457130452167
K,22dyGMRgestp8u5Lc,4,0,"kneeling in gown with Bible in hand, facing",8,0.006352972330016707
K,22dyGMRgestp8u5Lc,4,0,"kneeling in gown with Bible in hand, facing to",9,0.03344721613461364
K,22dyGMRgestp8u5Lc,4,0,"kneeling in gown with Bible in hand, facing to the",10,0.06429540227991788
K,22dyGMRgestp8u5Lc,4,0,"kneeling in gown with Bible in hand, facing to the right",11,0.14031629723524608
K,22dyGMRgestp8u5Lc,4,0,"kneeling in gown with Bible in hand, facing to the right heel",12,0.026795085110589076
K,22dyGMRgestp8u5Lc,4,0,"kneeling in gown with Bible in hand, facing to the right heel up",13,0.0021296261850020527
K,22dyGMRgestp8u5Lc,4,0,"kneeling in gown with Bible in hand, facing to the right heel up in",14,0.005722137137119297
K,22dyGMRgestp8u5Lc,4,0,"kneeling in gown with Bible in hand, facing to the right heel up in back",15,0.004419333493412787
L,22dyGMRgestp8u5Lc,5,0,Starting,1,0.9051869503202872
L,22dyGMRgestp8u5Lc,5,0,Starting to,2,0.3626330347966687
L,22dyGMRgestp8u5Lc,5,0,Starting to stand,3,0.68803954846397
L,22dyGMRgestp8u5Lc,5,0,Starting to stand after,4,0.23495619953988972
L,22dyGMRgestp8u5Lc,5,0,Starting to stand after kneeling,5,2.142567339466325
L,22dyGMRgestp8u5Lc,5,0,Starting to stand after kneeling facing,6,0.15583026687956067
L,22dyGMRgestp8u5Lc,5,0,"Starting to stand after kneeling facing right,",7,0.06367623643781656
L,22dyGMRgestp8u5Lc,5,0,"Starting to stand after kneeling facing right, Bible",8,0.24950089136439907
L,22dyGMRgestp8u5Lc,5,0,"Starting to stand after kneeling facing right, Bible still",9,0.12028425424741188
L,22dyGMRgestp8u5Lc,5,0,"Starting to stand after kneeling facing right, Bible still in",10,0.012720223207489086
L,22dyGMRgestp8u5Lc,5,0,"Starting to stand after kneeling facing right, Bible still in hand",11,0.13677889226450096
A,22dyGMRgestp8u5Lc,6,0,"standing,",1,0.8790854853097341
A,22dyGMRgestp8u5Lc,6,0,"standing, but",2,0.04741587774226612
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling",3,1.2420738891316008
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward",4,0.3426810130049902
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward facing",5,0.04242251196186464
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward facing left",6,0.04370042447356481
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward facing left right",7,0.14417765031038943
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward facing left right foot",8,0.13012434797438083
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward facing left right foot in",9,0.031328676787150275
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward facing left right foot in the",10,0.0960624214650861
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward facing left right foot in the air",11,0.37415084069620563
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward facing left right foot in the air arms",12,0.03012298188254101
A,22dyGMRgestp8u5Lc,6,0,"standing, but falling backward facing left right foot in the air arms out",13,0.004593356817046449
D,22dyGMRgestp8u5Lc,7,0,Priest,1,1.5587617263662845
D,22dyGMRgestp8u5Lc,7,0,Priest standing,2,0.2634959012566849
D,22dyGMRgestp8u5Lc,7,0,Priest standing up,3,0.08325912961704296
D,22dyGMRgestp8u5Lc,7,0,Priest standing up straight,4,0.360514398558761
D,22dyGMRgestp8u5Lc,7,0,Priest standing up straight facing,5,0.025125574120428686
D,22dyGMRgestp8u5Lc,7,0,Priest standing up straight facing left,6,0.0016057864620341545
D,22dyGMRgestp8u5Lc,7,0,Priest standing up straight facing left reading,7,0.08165647516631551
D,22dyGMRgestp8u5Lc,7,0,Priest standing up straight facing left reading from,8,0.033015512588762105
D,22dyGMRgestp8u5Lc,7,0,Priest standing up straight facing left reading from Bible,9,0.4703653914891719
F,22dyGMRgestp8u5Lc,8,0,Guy,1,2.1640889063959943
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing,2,6.420667939736109
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in,3,0.004010424648463742
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the,4,0.3200151454122916
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park,5,1.8397296142953918
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park facing,6,6.734028580048073e-4
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park facing left,7,0.0013613812555873534
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park facing left arms,8,0.08901528036678105
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park facing left arms to,9,0.009009305983325304
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park facing left arms to side,10,0.0011728023069910527
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park facing left arms to side (not,11,0.006732975557032717
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park facing left arms to side (not visible),12,0.010507627850820465
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park facing left arms to side (not visible) knees,13,0.009354262807637282
F,22dyGMRgestp8u5Lc,8,0,Guy relaxing in the park facing left arms to side (not visible) knees up,14,0.008029089829907726
I,22dyGMRgestp8u5Lc,9,0,"standing,",1,0.8790858610651572
I,22dyGMRgestp8u5Lc,9,0,"standing, but",2,0.047415948883274966
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling",3,1.2420761347687788
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward",4,0.6283580960973228
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left",5,0.23759492779537536
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg",6,0.4114911019542783
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on",7,0.003123147044224339
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground",8,0.1191089616941661
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right",9,0.040965343886624976
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot",10,0.045421367370960544
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot in",11,0.020054418811867245
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot in air",12,0.11569629815842311
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot in air arms",13,0.0738242479888486
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot in air arms out",14,0.0039853605256715795
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot in air arms out to",15,0.010591265988437643
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot in air arms out to catch",16,0.013435886892626194
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot in air arms out to catch himself",17,0.09959452777405566
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot in air arms out to catch himself face",18,0.04739477809080425
I,22dyGMRgestp8u5Lc,9,0,"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",19,0.003881005988844211
E,22dyGMRgestp8u5Lc,10,0,kid,1,0.604191327621185
E,22dyGMRgestp8u5Lc,10,0,kid facing,2,0.5736207074663284
E,22dyGMRgestp8u5Lc,10,0,kid facing right,3,0.2350810158457746
E,22dyGMRgestp8u5Lc,10,0,kid facing right sitting,4,2.6320011365778373
E,22dyGMRgestp8u5Lc,10,0,kid facing right sitting on,5,0.009443585348124915
E,22dyGMRgestp8u5Lc,10,0,kid facing right sitting on butt,6,0.04606946259163002
E,22dyGMRgestp8u5Lc,10,0,kid facing right sitting on butt knees,7,0.10500520987658084
E,22dyGMRgestp8u5Lc,10,0,kid facing right sitting on butt knees up,8,0.0032518333834867666
E,22dyGMRgestp8u5Lc,10,0,kid facing right sitting on butt knees up slightly,9,0.0021300575202895
E,22dyGMRgestp8u5Lc,10,0,kid facing right sitting on butt knees up slightly wearing,10,0.10327831065864455
E,22dyGMRgestp8u5Lc,10,0,kid facing right sitting on butt knees up slightly wearing bunny,11,1.2504981810183584
E,22dyGMRgestp8u5Lc,10,0,kid facing right sitting on butt knees up slightly wearing bunny ears,12,0.18922374518254187
J,22dyGMRgestp8u5Lc,11,0,aaagh!!,1,1.7814960502206783
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right,2,0.7145503205646797
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half,3,0.23480641108222722
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of,4,0.0397540142512132
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a,5,0.027105713068362357
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl,6,0.5168135407380098
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or,7,0.07843824476290681
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant,8,0.09817351283380747
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot,9,0.14086306294252493
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing,10,0.43709110933759204
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with,11,0.022253090588419646
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a,12,0.17302484084329398
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle,13,0.7101432526049737
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle on,14,0.2613858763657396
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle on the,15,0.06849962068339488
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle on the top,16,0.03714305031892706
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right,17,0.038364597957825444
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge,18,0.12469278587764657
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not,19,0.09322670898034335
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the,20,0.04637816206453847
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very,21,0.010034214907747434
J,22dyGMRgestp8u5Lc,11,0,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,22,0.038964203115062254
K,22dyGMRgestp8u5Lc,12,1,Kneeling,1,3.316555261053003
K,22dyGMRgestp8u5Lc,12,1,Kneeling with,2,0.08250170134364934
K,22dyGMRgestp8u5Lc,12,1,Kneeling with bible,3,0.5268092798830053
K,22dyGMRgestp8u5Lc,12,1,Kneeling with bible facing,4,0.049740980206225804
K,22dyGMRgestp8u5Lc,12,1,Kneeling with bible facing to,5,0.04213746434493648
K,22dyGMRgestp8u5Lc,12,1,Kneeling with bible facing to the,6,0.013148529763009092
K,22dyGMRgestp8u5Lc,12,1,Kneeling with bible facing to the right,7,0.025209987285989544
K,22dyGMRgestp8u5Lc,12,1,Kneeling with bible facing to the right Heel,8,0.08224278620083952
K,22dyGMRgestp8u5Lc,12,1,Kneeling with bible facing to the right Heel up,9,0.004001378172061181
L,22dyGMRgestp8u5Lc,13,1,Standing,1,1.1544372042133686
L,22dyGMRgestp8u5Lc,13,1,Standing up,2,0.15436838130660493
L,22dyGMRgestp8u5Lc,13,1,Standing up from,3,0.2550210409966717
L,22dyGMRgestp8u5Lc,13,1,Standing up from kneeling,4,3.1672822422942355
L,22dyGMRgestp8u5Lc,13,1,Standing up from kneeling Bible,5,0.11069837662823312
L,22dyGMRgestp8u5Lc,13,1,Standing up from kneeling Bible still,6,0.021975474437313555
L,22dyGMRgestp8u5Lc,13,1,Standing up from kneeling Bible still in,7,0.012447908044755221
L,22dyGMRgestp8u5Lc,13,1,Standing up from kneeling Bible still in hand,8,0.2366968285348926
C,22dyGMRgestp8u5Lc,14,1,Falling,1,5.3010327763931855
C,22dyGMRgestp8u5Lc,14,1,Falling off,2,0.11282577928315471
C,22dyGMRgestp8u5Lc,14,1,Falling off building,3,0.08916718068893324
C,22dyGMRgestp8u5Lc,14,1,Falling off building Arms,4,0.3950934554087683
C,22dyGMRgestp8u5Lc,14,1,Falling off building Arms in,5,0.02663475925883794
C,22dyGMRgestp8u5Lc,14,1,Falling off building Arms in air,6,0.0721977699618365
D,22dyGMRgestp8u5Lc,15,1,Priest,1,1.5587613517852972
D,22dyGMRgestp8u5Lc,15,1,Priest standing,2,0.2634960678801773
D,22dyGMRgestp8u5Lc,15,1,Priest standing with,3,0.43062684141335694
D,22dyGMRgestp8u5Lc,15,1,Priest standing with bible,4,0.37843545223836517
D,22dyGMRgestp8u5Lc,15,1,Priest standing with bible Facing,5,0.02515980083201129
D,22dyGMRgestp8u5Lc,15,1,Priest standing with bible Facing to,6,0.001822409931838043
D,22dyGMRgestp8u5Lc,15,1,Priest standing with bible Facing to the,7,0.0014989055516310408
D,22dyGMRgestp8u5Lc,15,1,Priest standing with bible Facing to the left,8,0.0014355869351844464
E,22dyGMRgestp8u5Lc,16,1,Bunny,1,3.777797764290698
E,22dyGMRgestp8u5Lc,16,1,Bunny ears,2,0.1231701689372692
A,22dyGMRgestp8u5Lc,17,1,Falling,1,5.3010327763931855
A,22dyGMRgestp8u5Lc,17,1,"Falling backwards,",2,1.5238548775562333
A,22dyGMRgestp8u5Lc,17,1,"Falling backwards, facing",3,0.16143125600008035
A,22dyGMRgestp8u5Lc,17,1,"Falling backwards, facing left,",4,0.03773409569779407
A,22dyGMRgestp8u5Lc,17,1,"Falling backwards, facing left, arms",5,0.8686046310184954
A,22dyGMRgestp8u5Lc,17,1,"Falling backwards, facing left, arms out",6,0.139761765229135
J,22dyGMRgestp8u5Lc,18,1,Half,1,1.3327560150416664
J,22dyGMRgestp8u5Lc,18,1,Half a,2,0.0391858999661113
J,22dyGMRgestp8u5Lc,18,1,Half a pot,3,0.9769798654223713
J,22dyGMRgestp8u5Lc,18,1,Half a pot with,4,0.5095780767133613
J,22dyGMRgestp8u5Lc,18,1,Half a pot with triangle,5,0.6053317418529929
J,22dyGMRgestp8u5Lc,18,1,Half a pot with triangle on,6,0.14668615972477989
J,22dyGMRgestp8u5Lc,18,1,Half a pot with triangle on top,7,0.15759560827556182
H,22dyGMRgestp8u5Lc,19,1,no,1,1.4767346948723696
H,22dyGMRgestp8u5Lc,19,1,no arms,2,0.2706229076599962
H,22dyGMRgestp8u5Lc,19,1,no arms or,3,0.052650438004760075
H,22dyGMRgestp8u5Lc,19,1,no arms or legs,4,0.8367603694529152
G,22dyGMRgestp8u5Lc,20,1,high,1,1.458083226220634
G,22dyGMRgestp8u5Lc,20,1,high heel,2,4.473945076641934
G,22dyGMRgestp8u5Lc,20,1,"high heel shoe,",3,0.18455763467295977
G,22dyGMRgestp8u5Lc,20,1,"high heel shoe, facing",4,0.09439896168779169
G,22dyGMRgestp8u5Lc,20,1,"high heel shoe, facing left",5,0.07301105568042335
B,22dyGMRgestp8u5Lc,21,1,baby,1,0.8145322232639293
B,22dyGMRgestp8u5Lc,21,1,baby looking,2,0.07339356371958661
B,22dyGMRgestp8u5Lc,21,1,baby looking up,3,0.3141256544627251
B,22dyGMRgestp8u5Lc,21,1,baby looking up with,4,0.09533014865084909
B,22dyGMRgestp8u5Lc,21,1,baby looking up with arms,5,0.8412013399601072
B,22dyGMRgestp8u5Lc,21,1,"baby looking up with arms out,",6,0.15955360016039832
B,22dyGMRgestp8u5Lc,21,1,"baby looking up with arms out, bow",7,0.1793431601477084
B,22dyGMRgestp8u5Lc,21,1,"baby looking up with arms out, bow on",8,0.10420519870689125
B,22dyGMRgestp8u5Lc,21,1,"baby looking up with arms out, bow on back",9,0.031655562810030465
B,22dyGMRgestp8u5Lc,21,1,"baby looking up with arms out, bow on back of",10,0.04040970608446592
B,22dyGMRgestp8u5Lc,21,1,"baby looking up with arms out, bow on back of head",11,0.048483839656726695
I,22dyGMRgestp8u5Lc,22,1,arms,1,3.5167481963875344
I,22dyGMRgestp8u5Lc,22,1,arms out,2,0.39537279428704525
I,22dyGMRgestp8u5Lc,22,1,arms out in,3,0.01361350234263235
I,22dyGMRgestp8u5Lc,22,1,"arms out in front,",4,0.01582259233399274
I,22dyGMRgestp8u5Lc,22,1,"arms out in front, back",5,0.012745705169388099
I,22dyGMRgestp8u5Lc,22,1,"arms out in front, back leg",6,0.24853524998590143
I,22dyGMRgestp8u5Lc,22,1,"arms out in front, back leg up,",7,0.03132098447899924
I,22dyGMRgestp8u5Lc,22,1,"arms out in front, back leg up, facing",8,0.09062568343705457
I,22dyGMRgestp8u5Lc,22,1,"arms out in front, back leg up, facing left",9,0.06240897785695133
F,22dyGMRgestp8u5Lc,23,1,sitting,1,4.350098164912657
F,22dyGMRgestp8u5Lc,23,1,"sitting down,",2,0.4502425096410708
F,22dyGMRgestp8u5Lc,23,1,"sitting down, facing",3,0.19479942880952456
F,22dyGMRgestp8u5Lc,23,1,"sitting down, facing left,",4,0.2074937814777841
F,22dyGMRgestp8u5Lc,23,1,"sitting down, facing left, no",5,0.023542581158058018
F,22dyGMRgestp8u5Lc,23,1,"sitting down, facing left, no arms",6,0.16637224398965944
F,22dyGMRgestp8u5Lc,23,1,"sitting down, facing left, no arms visible",7,0.2098110002169746
H,22dyGMRgestp8u5Lc,24,2,No,1,1.4767361930824385
H,22dyGMRgestp8u5Lc,24,2,No arms,2,0.27062282498699425
H,22dyGMRgestp8u5Lc,24,2,No arms or,3,0.052649769071650435
H,22dyGMRgestp8u5Lc,24,2,No arms or legs,4,0.8367631848088207
H,22dyGMRgestp8u5Lc,24,2,No arms or legs upright,5,0.3936147909208455
B,22dyGMRgestp8u5Lc,25,2,baby,1,0.814532462557162
B,22dyGMRgestp8u5Lc,25,2,baby facing,2,0.17313255373604608
B,22dyGMRgestp8u5Lc,25,2,baby facing left,3,0.2326628321378975
B,22dyGMRgestp8u5Lc,25,2,baby facing left sitting,4,1.7271910973893052
B,22dyGMRgestp8u5Lc,25,2,baby facing left sitting down,5,0.014148441665910392
B,22dyGMRgestp8u5Lc,25,2,baby facing left sitting down bow,6,0.953508664688217
B,22dyGMRgestp8u5Lc,25,2,baby facing left sitting down bow in,7,0.09996662200367355
B,22dyGMRgestp8u5Lc,25,2,baby facing left sitting down bow in back,8,0.06539540578738023
B,22dyGMRgestp8u5Lc,25,2,baby facing left sitting down bow in back of,9,0.04936977775861876
B,22dyGMRgestp8u5Lc,25,2,baby facing left sitting down bow in back of head,10,0.9159125740748493
I,22dyGMRgestp8u5Lc,26,2,guy,1,2.164090781476608
I,22dyGMRgestp8u5Lc,26,2,guy falling,2,5.841275537081854
I,22dyGMRgestp8u5Lc,26,2,guy falling forward,3,0.45801309962319536
I,22dyGMRgestp8u5Lc,26,2,guy falling forward and,4,0.12988999922678088
I,22dyGMRgestp8u5Lc,26,2,guy falling forward and left,5,0.34693525484158005
I,22dyGMRgestp8u5Lc,26,2,guy falling forward and left one,6,0.00495416717192408
I,22dyGMRgestp8u5Lc,26,2,guy falling forward and left one leg,7,0.4027327100076273
I,22dyGMRgestp8u5Lc,26,2,guy falling forward and left one leg up,8,0.1825853999702663
I,22dyGMRgestp8u5Lc,26,2,guy falling forward and left one leg up in,9,0.06451467213709002
I,22dyGMRgestp8u5Lc,26,2,guy falling forward and left one leg up in back,10,0.0963201467229679
E,22dyGMRgestp8u5Lc,27,2,kid,1,0.6041892650096736
E,22dyGMRgestp8u5Lc,27,2,kid sitting,2,2.1383934073567255
E,22dyGMRgestp8u5Lc,27,2,kid sitting with,3,0.1277480834889072
E,22dyGMRgestp8u5Lc,27,2,kid sitting with bunny,4,2.7944950674156632
E,22dyGMRgestp8u5Lc,27,2,kid sitting with bunny ears,5,0.04104428614756264
L,22dyGMRgestp8u5Lc,28,2,starting,1,0.9051885327644789
L,22dyGMRgestp8u5Lc,28,2,starting to,2,0.36263303456303475
L,22dyGMRgestp8u5Lc,28,2,starting to stand,3,0.6880415100899068
L,22dyGMRgestp8u5Lc,28,2,starting to stand with,4,0.6057110920809308
L,22dyGMRgestp8u5Lc,28,2,starting to stand with Bible,5,1.2410304429299475
L,22dyGMRgestp8u5Lc,28,2,starting to stand with Bible facing,6,0.05636464591553947
L,22dyGMRgestp8u5Lc,28,2,starting to stand with Bible facing right,7,0.08592739817068458
D,22dyGMRgestp8u5Lc,29,2,Priest,1,1.55875748875992
D,22dyGMRgestp8u5Lc,29,2,Priest standing,2,0.26349881337274644
D,22dyGMRgestp8u5Lc,29,2,Priest standing facing,3,0.13308293848530028
D,22dyGMRgestp8u5Lc,29,2,Priest standing facing left,4,0.022482718670411406
D,22dyGMRgestp8u5Lc,29,2,Priest standing facing left with,5,0.012632840534366765
D,22dyGMRgestp8u5Lc,29,2,Priest standing facing left with Bible,6,0.15302373115308587
F,22dyGMRgestp8u5Lc,30,2,guy,1,2.164090781476608
