workerid,proliferate.condition,button_rt,condition,correct,correct_tangram,failed_audio,failed_images,failed_video,gameId,internal_node_id,response,rt,selected,stimulus,success,text,time_elapsed,timeout,trial_index,trial_type,type,word,error
782,the one true condition,6236,2_rotate,True,L,,,,2928FF7GcrkeFiDkh,0.0-3.0-0.15,1,[],L,,,"[{'role': 'speaker', 'text': ""wonder what he's moping about this round is backwards Z"", 'playerId': '5L7PZWTLhnYMGQE8b'}]",178858,,33,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.15,,[],,,,,179764,,34,spr-buttons,feedback,[],
782,the one true condition,1938,2_rotate,True,G,,,,2928FF7GcrkeFiDkh,0.0-3.0-0.16,5,[],G,,,"[{'role': 'speaker', 'text': 'backwards C', 'playerId': '5L7PZWTLhnYMGQE8b'}]",181701,,35,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.16,,[],,,,,182672,,36,spr-buttons,feedback,[],
782,the one true condition,1959,6_rotate,True,C,,,,YcwXqvuyhhCeZ3GSZ,0.0-3.0-0.17,0,[],C,,,"[{'role': 'speaker', 'text': 'flying one', 'playerId': 't72k5QhnBy6LkmMFf'}, {'role': 'speaker', 'text': 'or falling', 'playerId': 't72k5QhnBy6LkmMFf'}]",184631,,37,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.17,,[],,,,,185538,,38,spr-buttons,feedback,[],
782,the one true condition,1426,6_rotate,True,E,,,,znSiJdhs7sWk5xhgA,0.0-3.0-0.18,3,[],E,,,"[{'role': 'speaker', 'text': 'bunny ears', 'playerId': '4fTnjYS9Cge7Tv7ou'}]",186966,,39,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.18,,[],,,,,187873,,40,spr-buttons,feedback,[],
782,the one true condition,1521,2_rotate,True,D,,,,2Csg2Snzrpkud2YRi,0.0-3.0-0.19,8,[],D,,,"[{'role': 'speaker', 'text': 'diploma to the left', 'playerId': 'zyXatFB2smLy5NLCL'}]",189396,,41,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.19,,[],,,,,190302,,42,spr-buttons,feedback,[],
782,the one true condition,5171,2_rotate,True,A,,,,pAtG6vt3AyaJypa2j,0.0-3.0-0.20,4,[],A,,,"[{'role': 'speaker', 'text': 'walking, triangle head pointing down', 'playerId': 'kNihCF3o2LNDkwQs5'}]",195475,,43,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.20,,[],,,,,196422,,44,spr-buttons,feedback,[],
782,the one true condition,4856,2_rotate,False,G,,,,52Z92z3wj7TxhCe3X,0.0-3.0-0.21,4,[],A,,,"[{'role': 'speaker', 'text': 'Box on the left Looks a bit like a seal lying down Triangle bottom right and top right Slim neck, and lower portion of the body sort of falls to the left', 'playerId': 'YjxxewuyohjoySxSn'}]",201279,,45,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.21,,[],,,,,202185,,46,spr-buttons,feedback,[],
782,the one true condition,6535,2_rotate,True,F,,,,Ja6HX8DgvFAspRAYm,0.0-3.0-0.22,2,[],F,,,"[{'role': 'speaker', 'text': 'This looks like someone sitting down Their back is to the right, and they are facing left Their head is slightly tilted down Their knees are pointed up as well', 'playerId': 'QnqvYmzn62jtaac7w'}]",208722,,47,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.22,,[],,,,,209656,,48,spr-buttons,feedback,[],
782,the one true condition,4453,2_rotate,True,J,,,,of4gY8Bu37PbmkPee,0.0-3.0-0.23,10,[],J,,,"[{'role': 'speaker', 'text': 'straight left', 'playerId': '7NrLvX7rfwB2y54ZF'}, {'role': 'speaker', 'text': 'diamond top', 'playerId': '7NrLvX7rfwB2y54ZF'}]",214110,,49,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.23,,[],,,,,215101,,50,spr-buttons,feedback,[],
782,the one true condition,4521,6_rotate,False,B,,,,7i3mnwWykEA95fvyk,0.0-3.0-0.24,0,[],C,,,"[{'role': 'speaker', 'text': 'flying nun', 'playerId': '6bYzncKaESZG3XQY3'}, {'role': 'speaker', 'text': 'split on upper body', 'playerId': '6bYzncKaESZG3XQY3'}, {'role': 'listener', 'text': 'split in the middle', 'playerId': 'zKzojrwHz2R6wEi3M'}, {'role': 'speaker', 'text': 'triangle arms sticking out', 'playerId': '6bYzncKaESZG3XQY3'}]",219624,,51,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.24,,[],,,,,220530,,52,spr-buttons,feedback,[],
782,the one true condition,5291,6_rotate,False,H,,,,kW6nqSFfGjERx6bEb,0.0-3.0-0.25,1,[],L,,,"[{'role': 'speaker', 'text': 'Hello! This is the 6th from the to upper left It looks like a person kneeling up sideways Second to the left', 'playerId': 'duzLnXCW2isWvpxwx'}]",225822,,53,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.25,,[],,,,,226728,,54,spr-buttons,feedback,[],
782,the one true condition,3987,2_rotate,True,K,,,,2Csg2Snzrpkud2YRi,0.0-3.0-0.26,7,[],K,,,"[{'role': 'speaker', 'text': 'diamond on diamond', 'playerId': 'zyXatFB2smLy5NLCL'}]",230718,,55,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.26,,[],,,,,231624,,56,spr-buttons,feedback,[],
782,the one true condition,7734,2_rotate,True,L,,,,pAtG6vt3AyaJypa2j,0.0-3.0-0.27,1,[],L,,,"[{'role': 'speaker', 'text': 'The head is a diamond pointing vertically up', 'playerId': '3D7MbrSZL62xJBhib'}, {'role': 'speaker', 'text': 'The body looks like someone bending at the knees, the knees pointing to the right', 'playerId': '3D7MbrSZL62xJBhib'}, {'role': 'speaker', 'text': 'Above the knees it is a triangle protruding, pointing the same direction as the knees', 'playerId': '3D7MbrSZL62xJBhib'}, {'role': 'speaker', 'text': 'The back on the left is straight', 'playerId': '3D7MbrSZL62xJBhib'}, {'role': 'speaker', 'text': 'And the legs have straight lines too', 'playerId': '3D7MbrSZL62xJBhib'}]",239359,,57,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.27,,[],,,,,240266,,58,spr-buttons,feedback,[],
782,the one true condition,5000,6_rotate,True,K,,,,YcwXqvuyhhCeZ3GSZ,0.0-3.0-0.28,7,[],K,,,"[{'role': 'speaker', 'text': 'offering, kneeling, triangle on back', 'playerId': 't72k5QhnBy6LkmMFf'}]",245266,,59,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.28,,[],,,,,246173,,60,spr-buttons,feedback,[],
782,the one true condition,2116,6_rotate,True,C,,,,cLaK88862bv7MHMuQ,0.0-3.0-0.29,0,[],C,,,"[{'role': 'speaker', 'text': 'Looks like one of those puppets you get a car sales shops', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'Going out to the left', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'diagonally', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'One arm waving to the top-right, one arm waving to the left', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'listener', 'text': 'like a crime scene outline', 'playerId': 'EfQ7ZQRZ9EtDJJDSx'}, {'role': 'listener', 'text': ""like he's falling backwards to the left"", 'playerId': 't6bNGAY6XY3kmqjAC'}]",248289,,61,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.29,,[],,,,,249195,,62,spr-buttons,feedback,[],
782,the one true condition,5540,6_rotate,False,I,,,,qzNuN6yp4HDWzko6T,0.0-3.0-0.30,4,[],A,,,"[{'role': 'speaker', 'text': 'Karate', 'playerId': 'raCR7oL7mP22ToCrY'}]",254736,,63,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.30,,[],,,,,255708,,64,spr-buttons,feedback,[],
782,the one true condition,5252,2_rotate,True,B,,,,CNET4E5tvYW37ZevE,0.0-3.0-0.31,9,[],B,,,"[{'role': 'speaker', 'text': 'looks like a person on their knees facing right with a triangle connected to the front of their face', 'playerId': 'oNe96ojnutpRrwiFb'}]",260962,,65,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.31,,[],,,,,261868,,66,spr-buttons,feedback,[],
782,the one true condition,2165,2_rotate,False,H,,,,3A9hhryuHHeDQhoGy,0.0-3.0-0.32,2,[],F,,,"[{'role': 'speaker', 'text': 'sitting slightly bent to right', 'playerId': 'CWk6Fmq7GL3ktEozG'}]",264036,,67,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.32,,[],,,,,264940,,68,spr-buttons,feedback,[],
782,the one true condition,1851,6_rotate,True,F,,,,CojwM8x8ZFDB9Y6HF,0.0-3.0-0.33,2,[],F,,,"[{'role': 'speaker', 'text': 'the picture looks like someone sitting down hunched over facing left', 'playerId': 'EzNkXZLQTRPpggasi'}, {'role': 'listener', 'text': 'With feet out in front', 'playerId': 'QZSeme5xzuLDA8Zop'}, {'role': 'listener', 'text': 'wearing a dress and ponytail', 'playerId': 'qnjhZ585k3LjuELyR'}, {'role': 'listener', 'text': 'does it look like his legs are bent slightly stretched out', 'playerId': 'xWiHkMcWveW5PDkSt'}, {'role': 'speaker', 'text': 'no with feet out to the left', 'playerId': 'EzNkXZLQTRPpggasi'}, {'role': 'speaker', 'text': 'with feet out but legs bent', 'playerId': 'EzNkXZLQTRPpggasi'}]",266792,,69,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.33,,[],,,,,267699,,70,spr-buttons,feedback,[],
782,the one true condition,3981,6_rotate,False,D,,,,aFykNpfLr9BqKdsFL,0.0-3.0-0.34,9,[],B,,,"[{'role': 'speaker', 'text': 'looks like a praying man standing up straight', 'playerId': 'qioaDCfDaa28TFEA8'}, {'role': 'speaker', 'text': 'looking at the sky', 'playerId': 'qioaDCfDaa28TFEA8'}, {'role': 'listener', 'text': 'with both arms out', 'playerId': 'NWj66Bd2kapty9H9h'}]",271682,,71,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.34,,[],,,,,272589,,72,spr-buttons,feedback,[],
782,the one true condition,2017,2_rotate,True,K,,,,3A9hhryuHHeDQhoGy,0.0-3.0-0.35,7,[],K,,,"[{'role': 'speaker', 'text': 'full kneeling facing right', 'playerId': 'FqnLSC6GxDNz6hS73'}]",274607,,73,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.35,,[],,,,,275513,,74,spr-buttons,feedback,[],
782,the one true condition,1312,2_rotate,True,K,,,,pR4tb8CtSgCLLcMQY,0.0-3.0-0.36,7,[],K,,,"[{'role': 'speaker', 'text': 'kneel in prayer', 'playerId': 'zzGaoZ3hK2qpc5XR6'}]",276825,,75,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.36,,[],,,,,277731,,76,spr-buttons,feedback,[],
782,the one true condition,10125,2_rotate,True,H,,,,Ja6HX8DgvFAspRAYm,0.0-3.0-0.37,11,[],H,,,"[{'role': 'speaker', 'text': 'bundle', 'playerId': 'Kzhdqc62M5vtN2q4e'}]",287858,,77,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.37,,[],,,,,288764,,78,spr-buttons,feedback,[],
782,the one true condition,2134,6_rotate,True,L,,,,CojwM8x8ZFDB9Y6HF,0.0-3.0-0.38,1,[],L,,,"[{'role': 'speaker', 'text': 'Squatting, not kneeling', 'playerId': 'WJorh6puwn4WDQkk3'}]",290899,,79,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.38,,[],,,,,291884,,80,spr-buttons,feedback,[],
782,the one true condition,11242,6_rotate,True,H,,,,cLaK88862bv7MHMuQ,0.0-3.0-0.39,11,[],H,,,"[{'role': 'speaker', 'text': 'small tail pointing right in the bottom right-hand side of the picture Slight indent on the bottom left-hand side of the picture Flat sides, but left side is longer than the right-side', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'head slightly to the right of shoulder', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'flat bottom', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'pointing out in bottom-right of picture to right-hand side', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'listener', 'text': 'No arms', 'playerId': 'pmjHghWjJcPehsTL4'}, {'role': 'speaker', 'text': 'no arms', 'playerId': 'XgpZ3ySCe7xA9xome'}]",303127,,81,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.39,,[],,,,,304036,,82,spr-buttons,feedback,[],
782,the one true condition,4297,2_rotate,True,K,,,,3A9hhryuHHeDQhoGy,0.0-3.0-0.40,7,[],K,,,"[{'role': 'speaker', 'text': 'kneeling arms pointing to right', 'playerId': 'CWk6Fmq7GL3ktEozG'}]",308334,,83,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.40,,[],,,,,309238,,84,spr-buttons,feedback,[],
782,the one true condition,14360,6_rotate,True,F,,,,4eigY5GthWZfxug8D,0.0-3.0-0.41,2,[],F,,,"[{'role': 'speaker', 'text': 'sat on the floor', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'knees up to the chest', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'diamond head', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'thicc body', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'listener', 'text': 'foot', 'playerId': '9b8gwadnyYhRSdEC7'}, {'role': 'listener', 'text': 'do they look sad', 'playerId': 'T8RuPGkjXkXWtsHrf'}, {'role': 'speaker', 'text': 'like a triangle on a rectangle', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'they look pensive', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'like they might be waiting', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'you can clearly see legs', 'playerId': 'W2FcmbCnXZFmMLy9v'}]",323600,,85,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.41,,[],,,,,324507,,86,spr-buttons,feedback,[],
782,the one true condition,4461,2_rotate,True,G,,,,GpF4Ge9YCd7ih3DFr,0.0-3.0-0.42,5,[],G,,,"[{'role': 'speaker', 'text': 'ok another weird one', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'head on the left side of body', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'and then the left side is like a big drape', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'arms facing right', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'the left ""leg"" is a big blocky figure', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'and the right ""foot"" is just a small triangle', 'playerId': 'cjtnTXrerxbK7pi39'}]",328968,,87,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.42,,[],,,,,329874,,88,spr-buttons,feedback,[],
782,the one true condition,1564,2_rotate,True,F,,,,pR4tb8CtSgCLLcMQY,0.0-3.0-0.43,2,[],F,,,"[{'role': 'speaker', 'text': 'a person sitting and leaning against something', 'playerId': 'jMYJS2ANLmjazynqc'}]",331440,,89,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.43,,[],,,,,332346,,90,spr-buttons,feedback,[],
