workerid,proliferate.condition,button_rt,condition,correct,correct_tangram,failed_audio,failed_images,failed_video,gameId,internal_node_id,response,rt,selected,stimulus,success,text,time_elapsed,timeout,trial_index,trial_type,type,word,error
810,the one true condition,,,,,,,,,0.0-3.0-1.3,,[],,,,,142922,,10,spr-buttons,feedback,[],
810,the one true condition,53401,2_rotate_6,True,G,,,,YyAyuHf7S76wsbCA6,0.0-3.0-0.4,10,[],G,,,"[{'role': 'speaker', 'text': ""Figure facing right Has a long 'train' hanging on floor on left side Arms outstretched"", 'playerId': '7R6jKabotwJFLSyNW'}, {'role': 'speaker', 'text': 'One had is up high to right, other is down low on right', 'playerId': '7R6jKabotwJFLSyNW'}]",196326,,11,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.4,,[],,,,,197233,,12,spr-buttons,feedback,[],
810,the one true condition,5366,2_rotate_1,True,C,,,,2928FF7GcrkeFiDkh,0.0-3.0-0.5,8,[],C,,,"[{'role': 'speaker', 'text': 'Leaning way to the left Arms up like a Y', 'playerId': 'okkXLvTuqNbsZkBZ2'}]",202601,,13,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.5,,[],,,,,203508,,14,spr-buttons,feedback,[],
810,the one true condition,33690,6_rotate_6,True,A,,,,k4otZKu35xehtF93F,0.0-3.0-0.6,4,[],A,,,"[{'role': 'speaker', 'text': 'football kick, one foot on the ground, both feet to the left', 'playerId': 'ybQ6avjhBa46uuw8Z'}, {'role': 'listener', 'text': 'lizard man', 'playerId': 'Sb5t7YLhHirE7JfNH'}]",237200,,15,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.6,,[],,,,,238105,,16,spr-buttons,feedback,[],
810,the one true condition,4684,6_rotate_6,True,K,,,,znSiJdhs7sWk5xhgA,0.0-3.0-0.7,7,[],K,,,"[{'role': 'speaker', 'text': 'kneeling, facing right, tiny tail up a bit on left side', 'playerId': '4fTnjYS9Cge7Tv7ou'}]",242791,,17,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.7,,[],,,,,243695,,18,spr-buttons,feedback,[],
810,the one true condition,17624,6_rotate_1,True,I,,,,aFykNpfLr9BqKdsFL,0.0-3.0-0.8,3,[],I,,,"[{'role': 'speaker', 'text': 'looks like a figure skater', 'playerId': 'qioaDCfDaa28TFEA8'}, {'role': 'speaker', 'text': 'one foot up', 'playerId': 'qioaDCfDaa28TFEA8'}, {'role': 'listener', 'text': 'looks a bit like baby shark coming out of her body', 'playerId': 'PXh3QTj6cPCJnZWk5'}, {'role': 'listener', 'text': 'Has it got the less than sign', 'playerId': 'PGAtCk8Ks2aJygddG'}]",261321,,19,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.8,,[],,,,,262225,,20,spr-buttons,feedback,[],
810,the one true condition,10448,6_rotate_6,True,D,,,,nySo3NiJX7Kres7zm,0.0-3.0-0.9,5,[],D,,,"[{'role': 'speaker', 'text': 'Guy holding box to the left', 'playerId': 'ugNcH6z9oWCzD3uHh'}]",272675,,21,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.9,,[],,,,,273582,,22,spr-buttons,feedback,[],
810,the one true condition,57394,6_rotate_1,True,A,,,,yPMhLu9xFgbC5dWLY,0.0-3.0-0.10,4,[],A,,,"[{'role': 'speaker', 'text': 'this one has two distinct ""feet""', 'playerId': '3HQ2FaXAPXevHQfsd'}, {'role': 'speaker', 'text': 'both are pointing left', 'playerId': '3HQ2FaXAPXevHQfsd'}, {'role': 'listener', 'text': 'head leaning back', 'playerId': 'EHkiPLEZoGgAebkiQ'}, {'role': 'speaker', 'text': 'head leaning to the right', 'playerId': '3HQ2FaXAPXevHQfsd'}]",330978,,23,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.10,,[],,,,,331883,,24,spr-buttons,feedback,[],
810,the one true condition,9450,6_rotate_6,True,L,,,,qzNuN6yp4HDWzko6T,0.0-3.0-0.11,6,[],L,,,"[{'role': 'speaker', 'text': 'Knees slightly bent to the right', 'playerId': 'raCR7oL7mP22ToCrY'}, {'role': 'speaker', 'text': 'Arms out to right as well', 'playerId': 'raCR7oL7mP22ToCrY'}, {'role': 'speaker', 'text': 'Not kneeling down completely', 'playerId': 'raCR7oL7mP22ToCrY'}, {'role': 'speaker', 'text': 'Flat back', 'playerId': 'raCR7oL7mP22ToCrY'}]",341336,,25,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.11,,[],,,,,342241,,26,spr-buttons,feedback,[],
810,the one true condition,6775,2_rotate_6,True,K,,,,3A9hhryuHHeDQhoGy,0.0-3.0-0.12,7,[],K,,,"[{'role': 'speaker', 'text': 'full kneeling facing right', 'playerId': 'FqnLSC6GxDNz6hS73'}]",349018,,27,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.12,,[],,,,,349923,,28,spr-buttons,feedback,[],
810,the one true condition,4092,2_rotate_6,True,D,,,,FfK5QXXSw833vwHKX,0.0-3.0-0.13,5,[],D,,,"[{'role': 'speaker', 'text': 'box in hand', 'playerId': 'psDWD9d3xQGdFFP7Q'}]",354017,,29,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.13,,[],,,,,354922,,30,spr-buttons,feedback,[],
810,the one true condition,3782,2_rotate_1,True,C,,,,79swBZFsJnrQuHvhd,0.0-3.0-0.14,8,[],C,,,"[{'role': 'speaker', 'text': 'man leaning left with both arms in the air', 'playerId': 'wQmTAXk3WXqT2b275'}]",358705,,31,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.14,,[],,,,,359610,,32,spr-buttons,feedback,[],
810,the one true condition,11323,2_rotate_1,False,H,,,,BLSAokwRgraiCPo9R,0.0-3.0-0.15,10,[],G,,,"[{'role': 'speaker', 'text': 'Blob looking one that kinda goes out to the right at the bottom', 'playerId': 'fEZ4SiL7SCcPWuGZi'}]",370935,,33,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.15,,[],,,,,371840,,34,spr-buttons,feedback,[],
810,the one true condition,10544,6_rotate_6,True,L,,,,57QkWqXASdPMDFRmA,0.0-3.0-0.16,6,[],L,,,"[{'role': 'speaker', 'text': 'half kneel facing right with tray', 'playerId': 'G2cRaG8fekyPR6Msn'}, {'role': 'speaker', 'text': 'uptight diamond head', 'playerId': 'G2cRaG8fekyPR6Msn'}]",382385,,35,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.16,,[],,,,,383292,,36,spr-buttons,feedback,[],
810,the one true condition,8959,2_rotate_1,False,H,,,,8a3bQ2zrC7JzYqEJ6,0.0-3.0-0.17,2,[],E,,,"[{'role': 'speaker', 'text': 'This looks like a person wrapped in a snuggie kneeling down', 'playerId': 'QG9QyuRkmCKFr7dCn'}, {'role': 'listener', 'text': 'are there two triangles coming off of the square', 'playerId': 'yH7KZ9hMajzHzMKGm'}, {'role': 'speaker', 'text': 'No, the square is the only clear shape', 'playerId': 'QG9QyuRkmCKFr7dCn'}, {'role': 'listener', 'text': 'to the right of the square is there a pointy triangle coming off', 'playerId': 'yH7KZ9hMajzHzMKGm'}]",392254,,37,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.17,,[],,,,,393159,,38,spr-buttons,feedback,[],
810,the one true condition,2529,2_rotate_1,True,E,,,,Ja6HX8DgvFAspRAYm,0.0-3.0-0.18,2,[],E,,,"[{'role': 'speaker', 'text': 'A person sitting down with bunny ears Their head is tilted down and their back is to the left facing the left', 'playerId': 'QnqvYmzn62jtaac7w'}]",395690,,39,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.18,,[],,,,,396594,,40,spr-buttons,feedback,[],
810,the one true condition,4628,2_rotate_1,True,L,,,,GpF4Ge9YCd7ih3DFr,0.0-3.0-0.19,6,[],L,,,"[{'role': 'speaker', 'text': 'facing right', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'not completely kneeling', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'but bent over', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'this one has a triangle coming out of the CHEST area', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': ""head in the middle, square is so that it looks like he's looking up"", 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'there are two that look like this tbh', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'listener', 'text': 'is there a bit sticking out of the bottom left like a foot', 'playerId': '9DEoh9BWkZFYxhECs'}, {'role': 'speaker', 'text': 'no, his ""feet"" are completely flat to the ground', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'left and right side of the ""legs"" look like zig zags', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'listener', 'text': 'is the head shape like a diamond rather than square', 'playerId': '9DEoh9BWkZFYxhECs'}]",401224,,41,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.19,,[],,,,,402130,,42,spr-buttons,feedback,[],
810,the one true condition,21212,2_rotate_1,False,B,,,,Ja6HX8DgvFAspRAYm,0.0-3.0-0.20,4,[],A,,,"[{'role': 'speaker', 'text': 'This one does not look like a person to me So at the top there is a square (with a corner on on the top and bottom it is not on its flat side), and to the bottom right attached to the square is a triangle And then attached to the bottom left of the square, and this is the biggest area of this picture, is a strange shape This shape looks like a house shape on the bottom, with a right triangle at the top', 'playerId': 'QnqvYmzn62jtaac7w'}]",423344,,43,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.20,,[],,,,,424250,,44,spr-buttons,feedback,[],
810,the one true condition,12151,6_rotate_6,True,J,,,,7i3mnwWykEA95fvyk,0.0-3.0-0.21,9,[],J,,,"[{'role': 'speaker', 'text': 'straight edge along left side, wine glass shape on right side', 'playerId': '6bYzncKaESZG3XQY3'}, {'role': 'speaker', 'text': 'with diamond head', 'playerId': '6bYzncKaESZG3XQY3'}, {'role': 'speaker', 'text': 'thick one', 'playerId': '6bYzncKaESZG3XQY3'}, {'role': 'listener', 'text': 'the thicc one', 'playerId': 'HPXeHqtHCBw7Cg7WX'}, {'role': 'listener', 'text': 'the thickest one', 'playerId': 'p6CCFkkoFA2BfijAB'}]",436402,,45,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.21,,[],,,,,437307,,46,spr-buttons,feedback,[],
810,the one true condition,6898,6_rotate_6,True,G,,,,cLaK88862bv7MHMuQ,0.0-3.0-0.22,10,[],G,,,"[{'role': 'speaker', 'text': 'square head to the left of body barely attached', 'playerId': 'gd4Mbi8awyKfZgvka'}]",444207,,47,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.22,,[],,,,,445111,,48,spr-buttons,feedback,[],
810,the one true condition,13675,6_rotate_6,False,B,,,,znSiJdhs7sWk5xhgA,0.0-3.0-0.23,8,[],C,,,"[{'role': 'speaker', 'text': '""handmaid\'s tale""', 'playerId': '4fTnjYS9Cge7Tv7ou'}, {'role': 'speaker', 'text': 'two arms, one on each side', 'playerId': '4fTnjYS9Cge7Tv7ou'}]",458787,,49,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.23,,[],,,,,459691,,50,spr-buttons,feedback,[],
810,the one true condition,4280,2_rotate_6,False,A,,,,2Csg2Snzrpkud2YRi,0.0-3.0-0.24,2,[],E,,,"[{'role': 'speaker', 'text': 'sad bear', 'playerId': 'zyXatFB2smLy5NLCL'}]",463973,,51,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.24,,[],,,,,464878,,52,spr-buttons,feedback,[],
810,the one true condition,42654,6_rotate_1,False,D,,,,qzNuN6yp4HDWzko6T,0.0-3.0-0.25,10,[],G,,,"[{'role': 'listener', 'text': 'like a 2 legged clockwork duckman', 'playerId': 'EoXqRaKYwsdCQXsvi'}, {'role': 'listener', 'text': 'head slightly down back facing right', 'playerId': 'iv6pB9Y4KpdXvuwFe'}, {'role': 'speaker', 'text': 'He is a stand-up person', 'playerId': 'eAaeMJEcW8LDwgBSn'}, {'role': 'listener', 'text': 'leg up', 'playerId': 'iv6pB9Y4KpdXvuwFe'}, {'role': 'listener', 'text': 'looks like someone with a beak looking at the ground, walking left', 'playerId': 'EoXqRaKYwsdCQXsvi'}, {'role': 'speaker', 'text': 'Holding something to the left', 'playerId': 'eAaeMJEcW8LDwgBSn'}, {'role': 'listener', 'text': 'with a square poking out of their back, like a wind up key', 'playerId': 'EoXqRaKYwsdCQXsvi'}]",507534,,53,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.25,,[],,,,,508439,,54,spr-buttons,feedback,[],
810,the one true condition,2416,2_rotate_1,False,L,,,,BLSAokwRgraiCPo9R,0.0-3.0-0.26,7,[],K,,,"[{'role': 'speaker', 'text': 'Kneeling and praying pose', 'playerId': 'fEZ4SiL7SCcPWuGZi'}]",510858,,55,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.26,,[],,,,,511761,,56,spr-buttons,feedback,[],
810,the one true condition,2616,6_rotate_1,True,C,,,,qzNuN6yp4HDWzko6T,0.0-3.0-0.27,8,[],C,,,"[{'role': 'speaker', 'text': 'It looks like a goalkeeper diving for a ball', 'playerId': 'eAaeMJEcW8LDwgBSn'}, {'role': 'listener', 'text': 'Does he have legs or just arms', 'playerId': 'raCR7oL7mP22ToCrY'}, {'role': 'listener', 'text': '\\o', 'playerId': 'EoXqRaKYwsdCQXsvi'}]",514378,,57,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.27,,[],,,,,515282,,58,spr-buttons,feedback,[],
810,the one true condition,5748,2_rotate_6,True,I,,,,2Csg2Snzrpkud2YRi,0.0-3.0-0.28,3,[],I,,,"[{'role': 'speaker', 'text': 'guy on one leg', 'playerId': 'zyXatFB2smLy5NLCL'}, {'role': 'speaker', 'text': 'other leg up and to the right', 'playerId': 'zyXatFB2smLy5NLCL'}]",521033,,59,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.28,,[],,,,,521936,,60,spr-buttons,feedback,[],
810,the one true condition,4432,2_rotate_6,False,D,,,,GpF4Ge9YCd7ih3DFr,0.0-3.0-0.29,7,[],K,,,"[{'role': 'speaker', 'text': 'monk facing left with tray, diamond head', 'playerId': '9DEoh9BWkZFYxhECs'}]",526370,,61,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.29,,[],,,,,527287,,62,spr-buttons,feedback,[],
810,the one true condition,18377,6_rotate_1,True,I,,,,4mKoevW3ykd2FDr7L,0.0-3.0-0.30,3,[],I,,,"[{'role': 'speaker', 'text': 'its the other image', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'that was chosen', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'the martial artist', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'one leg in the air', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'the other on the ground', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'arms facing left', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'listener', 'text': 'the two triangles on top of each other facing left', 'playerId': 'vwpmmXPfWPvNcd9RA'}]",545666,,63,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.30,,[],,,,,546571,,64,spr-buttons,feedback,[],
810,the one true condition,1142,2_rotate_6,True,E,,,,gjooqsuf2CPN5AWxi,0.0-3.0-0.31,2,[],E,,,"[{'role': 'speaker', 'text': 'bunny ears', 'playerId': 'SzYY9C53Ne7cMaPHC'}]",547715,,65,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.31,,[],,,,,548619,,66,spr-buttons,feedback,[],
810,the one true condition,5713,2_rotate_1,True,I,,,,2928FF7GcrkeFiDkh,0.0-3.0-0.32,3,[],I,,,"[{'role': 'speaker', 'text': 'The one you just chose I think this looks like a figure skater', 'playerId': 'okkXLvTuqNbsZkBZ2'}]",554332,,67,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.32,,[],,,,,555236,,68,spr-buttons,feedback,[],
810,the one true condition,3888,2_rotate_6,False,D,,,,hu2zy5uGrN4qJ7qqe,0.0-3.0-0.33,1,[],F,,,"[{'role': 'speaker', 'text': 'facing left reading a book, straight legs', 'playerId': 'p7qxLz4WrSqvxaYy3'}]",559126,,69,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.33,,[],,,,,560030,,70,spr-buttons,feedback,[],
810,the one true condition,7411,2_rotate_6,False,H,,,,of4gY8Bu37PbmkPee,0.0-3.0-0.34,10,[],G,,,"[{'role': 'speaker', 'text': 'no legs', 'playerId': '7NrLvX7rfwB2y54ZF'}, {'role': 'speaker', 'text': 'protrudes on right', 'playerId': '7NrLvX7rfwB2y54ZF'}]",567443,,71,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.34,,[],,,,,568347,,72,spr-buttons,feedback,[],
810,the one true condition,4752,6_rotate_1,True,D,,,,6bkpQbsv6wvHWczvB,0.0-3.0-0.35,5,[],D,,,"[{'role': 'speaker', 'text': 'it looks like a guy is holding a cup of soup facing to the left of your screen', 'playerId': 'pNzsWQrabqXgTRTpu'}]",573102,,73,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.35,,[],,,,,574007,,74,spr-buttons,feedback,[],
810,the one true condition,14043,6_rotate_1,True,A,,,,QiHQvZjkmw7v9k3P4,0.0-3.0-0.36,4,[],A,,,"[{'role': 'speaker', 'text': 'head at the neck', 'playerId': 'Rju3Fq3cNiFHZ94te'}, {'role': 'speaker', 'text': 'facing to the left', 'playerId': 'Rju3Fq3cNiFHZ94te'}, {'role': 'speaker', 'text': 'one leg is raised', 'playerId': 'Rju3Fq3cNiFHZ94te'}, {'role': 'listener', 'text': 'other foot on ground', 'playerId': 'hzsGC7CBSPkMEyDXq'}, {'role': 'listener', 'text': 'has he got a flag', 'playerId': 'mj43ozqpH4CgJjpyz'}, {'role': 'listener', 'text': 'over his shoulder', 'playerId': 'mj43ozqpH4CgJjpyz'}, {'role': 'listener', 'text': 'sq on the shoulder>', 'playerId': 'jEzRik8ujt4jnrqFG'}, {'role': 'speaker', 'text': 'one leg raised', 'playerId': 'Rju3Fq3cNiFHZ94te'}, {'role': 'listener', 'text': ""Head looks like it's leaning backwards"", 'playerId': 'hzsGC7CBSPkMEyDXq'}]",588052,,75,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.36,,[],,,,,588957,,76,spr-buttons,feedback,[],
810,the one true condition,2901,6_rotate_6,True,K,,,,YcwXqvuyhhCeZ3GSZ,0.0-3.0-0.37,7,[],K,,,"[{'role': 'speaker', 'text': 'offering, kneeling, triangle on back', 'playerId': 't72k5QhnBy6LkmMFf'}]",591860,,77,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.37,,[],,,,,592764,,78,spr-buttons,feedback,[],
810,the one true condition,8556,6_rotate_1,False,L,,,,znSiJdhs7sWk5xhgA,0.0-3.0-0.38,7,[],K,,,"[{'role': 'speaker', 'text': 'like a priest praying Facing right Almost in kneeling position', 'playerId': 'HaYEtB56fe33ZSXjw'}, {'role': 'listener', 'text': ""like he's giving a blessing>"", 'playerId': 'MJxZ4a3KWksjWMEYq'}, {'role': 'speaker', 'text': 'No tail or legs in the air', 'playerId': 'HaYEtB56fe33ZSXjw'}, {'role': 'listener', 'text': 'arms out straight', 'playerId': 'y9i8sGWvbi53Zby2v'}, {'role': 'listener', 'text': 'head straight', 'playerId': '4wFAfmjjb76mZMNtd'}]",601320,,79,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.38,,[],,,,,602224,,80,spr-buttons,feedback,[],
810,the one true condition,12536,2_rotate_6,False,D,,,,2928FF7GcrkeFiDkh,0.0-3.0-0.39,4,[],A,,,"[{'role': 'speaker', 'text': 'standing facing left, arms further out than legs', 'playerId': '5L7PZWTLhnYMGQE8b'}]",614763,,81,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.39,,[],,,,,615666,,82,spr-buttons,feedback,[],
810,the one true condition,3027,6_rotate_6,True,C,,,,7i3mnwWykEA95fvyk,0.0-3.0-0.40,8,[],C,,,"[{'role': 'speaker', 'text': 'ghost with arms out oup', 'playerId': '6bYzncKaESZG3XQY3'}, {'role': 'speaker', 'text': 'up', 'playerId': '6bYzncKaESZG3XQY3'}]",618695,,83,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.40,,[],,,,,619599,,84,spr-buttons,feedback,[],
810,the one true condition,1110,6_rotate_6,True,E,,,,nySo3NiJX7Kres7zm,0.0-3.0-0.41,2,[],E,,,"[{'role': 'speaker', 'text': 'Bunny man!', 'playerId': 'ugNcH6z9oWCzD3uHh'}]",620710,,85,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.41,,[],,,,,621613,,86,spr-buttons,feedback,[],
810,the one true condition,3053,2_rotate_1,False,A,,,,2928FF7GcrkeFiDkh,0.0-3.0-0.42,3,[],I,,,"[{'role': 'speaker', 'text': 'looks like kick at the end of Karate Kid', 'playerId': 'okkXLvTuqNbsZkBZ2'}]",624667,,87,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.42,,[],,,,,625572,,88,spr-buttons,feedback,[],
810,the one true condition,7080,2_rotate_1,True,K,,,,FfK5QXXSw833vwHKX,0.0-3.0-0.43,7,[],K,,,"[{'role': 'speaker', 'text': 'looks like someone praying on their knees', 'playerId': '6iMbQKiFyJ2YwPaeo'}, {'role': 'speaker', 'text': 'facing right', 'playerId': '6iMbQKiFyJ2YwPaeo'}]",632653,,89,spr-buttons,selection,[],
810,the one true condition,,,,,,,,,0.0-3.0-1.43,,[],,,,,633557,,90,spr-buttons,feedback,[],
