workerid,proliferate.condition,button_rt,condition,correct,correct_tangram,failed_audio,failed_images,failed_video,gameId,internal_node_id,response,rt,selected,stimulus,success,text,time_elapsed,timeout,trial_index,trial_type,type,word,error
831,the only one,,,,,,,,,0.0-3.0-1.3,,[],,,,,93002,,10,spr-buttons,feedback,[],
831,the only one,24859,6_rotate_1,True,E,,,,ppvQxmgBzQniJp9K3,0.0-3.0-0.4,11,[],E,,,"[{'role': 'speaker', 'text': ""doesn't really resemble a person at all"", 'playerId': 'GK7qetdhhFYnmv9aj'}, {'role': 'listener', 'text': 'bottom left of it is a right angle triangle', 'playerId': 'CSEXDdvymSd6kiAKx'}, {'role': 'speaker', 'text': 'kind of like a an area graph with a palm tree or windmill on top', 'playerId': 'GK7qetdhhFYnmv9aj'}, {'role': 'listener', 'text': 'with right angles at shoulder and left foot', 'playerId': '67puAkQog5NuwZ6jP'}, {'role': 'listener', 'text': 'Bunny Ears', 'playerId': 'ZLky5mmoBFnQr6MPL'}, {'role': 'listener', 'text': 'So like someone sitting with their back to a wall,body facing to the right', 'playerId': 'S8HakjpPRMSJBgrys'}, {'role': 'speaker', 'text': 'two triangles (bunny ears) sticking out of head', 'playerId': 'GK7qetdhhFYnmv9aj'}, {'role': 'listener', 'text': 'sitting or standing', 'playerId': '67puAkQog5NuwZ6jP'}, {'role': 'listener', 'text': '<>', 'playerId': 'CSEXDdvymSd6kiAKx'}, {'role': 'speaker', 'text': 'of it was a person they would be sitting facing right', 'playerId': 'GK7qetdhhFYnmv9aj'}, {'role': 'listener', 'text': ""let's call this one bunny ears"", 'playerId': '67puAkQog5NuwZ6jP'}, {'role': 'speaker', 'text': ""i'm guessing what would normally be arms would be sticking out of head"", 'playerId': 'GK7qetdhhFYnmv9aj'}, {'role': 'listener', 'text': 'left side is basically a square, with a little square head on tp', 'playerId': 'CSEXDdvymSd6kiAKx'}]",117867,,11,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.4,,[],,,,,118784,,12,spr-buttons,feedback,[],
831,the only one,18943,2_rotate_1,True,B,,,,FfK5QXXSw833vwHKX,0.0-3.0-0.5,2,[],B,,,"[{'role': 'speaker', 'text': 'facing right again', 'playerId': '6iMbQKiFyJ2YwPaeo'}, {'role': 'speaker', 'text': 'on their knees again', 'playerId': '6iMbQKiFyJ2YwPaeo'}, {'role': 'speaker', 'text': 'but this time it looks almost like wings', 'playerId': '6iMbQKiFyJ2YwPaeo'}]",137734,,13,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.5,,[],,,,,138645,,14,spr-buttons,feedback,[],
831,the only one,10099,6_rotate_6,True,G,,,,57QkWqXASdPMDFRmA,0.0-3.0-0.6,7,[],G,,,"[{'role': 'speaker', 'text': 'messy one', 'playerId': 'G2cRaG8fekyPR6Msn'}, {'role': 'speaker', 'text': 'triangle s out to right', 'playerId': 'G2cRaG8fekyPR6Msn'}]",148750,,15,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.6,,[],,,,,149670,,16,spr-buttons,feedback,[],
831,the only one,10402,2_rotate_6,True,I,,,,gjooqsuf2CPN5AWxi,0.0-3.0-0.7,9,[],I,,,"[{'role': 'speaker', 'text': 'facing left on one leg, other leg to the right', 'playerId': 'SzYY9C53Ne7cMaPHC'}]",160075,,17,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.7,,[],,,,,160986,,18,spr-buttons,feedback,[],
831,the only one,3381,2_rotate_6,True,C,,,,GpF4Ge9YCd7ih3DFr,0.0-3.0-0.8,4,[],C,,,"[{'role': 'speaker', 'text': 'flying ghost', 'playerId': '9DEoh9BWkZFYxhECs'}]",164374,,19,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.8,,[],,,,,165290,,20,spr-buttons,feedback,[],
831,the only one,22621,2_rotate_1,False,G,,,,CNET4E5tvYW37ZevE,0.0-3.0-0.9,9,[],I,,,"[{'role': 'speaker', 'text': 'small diamond shape connected to large obscure shape which has two small triangles within it', 'playerId': 'oNe96ojnutpRrwiFb'}, {'role': 'speaker', 'text': 'the triangles look like hands kind of', 'playerId': 'oNe96ojnutpRrwiFb'}, {'role': 'speaker', 'text': 'the person would be facing right', 'playerId': 'oNe96ojnutpRrwiFb'}]",187915,,21,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.9,,[],,,,,188825,,22,spr-buttons,feedback,[],
831,the only one,6301,6_rotate_6,True,H,,,,CojwM8x8ZFDB9Y6HF,0.0-3.0-0.10,8,[],H,,,"[{'role': 'speaker', 'text': 'Bean', 'playerId': 'WJorh6puwn4WDQkk3'}, {'role': 'speaker', 'text': 'Triangle on bottom right side', 'playerId': 'WJorh6puwn4WDQkk3'}]",195135,,23,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.10,,[],,,,,196059,,24,spr-buttons,feedback,[],
831,the only one,3982,6_rotate_6,True,G,,,,yPMhLu9xFgbC5dWLY,0.0-3.0-0.11,7,[],G,,,"[{'role': 'speaker', 'text': 'abstract one', 'playerId': 'awLY4XCudoFs3HNWo'}]",200047,,25,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.11,,[],,,,,200953,,26,spr-buttons,feedback,[],
831,the only one,12594,2_rotate_6,False,B,,,,3A9hhryuHHeDQhoGy,0.0-3.0-0.12,9,[],I,,,"[{'role': 'speaker', 'text': 'one leg leaned out to left with arms spread out', 'playerId': 'FqnLSC6GxDNz6hS73'}]",213551,,27,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.12,,[],,,,,214466,,28,spr-buttons,feedback,[],
831,the only one,14790,2_rotate_1,True,L,,,,pR4tb8CtSgCLLcMQY,0.0-3.0-0.13,0,[],L,,,"[{'role': 'speaker', 'text': 'a person squatting with arms in front', 'playerId': 'jMYJS2ANLmjazynqc'}]",229263,,29,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.13,,[],,,,,230170,,30,spr-buttons,feedback,[],
831,the only one,10145,2_rotate_1,True,F,,,,hu2zy5uGrN4qJ7qqe,0.0-3.0-0.14,5,[],F,,,"[{'role': 'speaker', 'text': 'this guy is sitting on the ground with his knees bent on the left side', 'playerId': 'xwCpnpj4eoCiFYeCE'}, {'role': 'speaker', 'text': 'his head is tilted in towards his knees', 'playerId': 'xwCpnpj4eoCiFYeCE'}]",240323,,31,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.14,,[],,,,,241235,,32,spr-buttons,feedback,[],
831,the only one,19221,6_rotate_1,True,G,,,,ezwBLtARszSJvSzM6,0.0-3.0-0.15,7,[],G,,,"[{'role': 'speaker', 'text': 'facing right', 'playerId': 'FmTqy959xZDgn7Cmo'}, {'role': 'speaker', 'text': 'standing', 'playerId': 'FmTqy959xZDgn7Cmo'}, {'role': 'speaker', 'text': 'trailing skirt behind', 'playerId': 'FmTqy959xZDgn7Cmo'}, {'role': 'speaker', 'text': 'arms raised', 'playerId': 'FmTqy959xZDgn7Cmo'}, {'role': 'listener', 'text': 'like a flamenco dancer', 'playerId': 'HA5mxic6y3Jq9ujGy'}, {'role': 'listener', 'text': 'head leant back', 'playerId': 'Yu2LsZeedD2nHmthZ'}, {'role': 'speaker', 'text': 'yes leg to right in air and head leant back', 'playerId': 'FmTqy959xZDgn7Cmo'}]",260463,,33,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.15,,[],,,,,261377,,34,spr-buttons,feedback,[],
831,the only one,10147,2_rotate_6,False,B,,,,79swBZFsJnrQuHvhd,0.0-3.0-0.16,4,[],C,,,"[{'role': 'speaker', 'text': 'man with arms outstretched, right arm broken', 'playerId': 'b6WTJQoLvhx9dhQWk'}]",271530,,35,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.16,,[],,,,,272448,,36,spr-buttons,feedback,[],
831,the only one,2932,6_rotate_6,True,I,,,,7i3mnwWykEA95fvyk,0.0-3.0-0.17,9,[],I,,,"[{'role': 'speaker', 'text': 'ice skater', 'playerId': '6bYzncKaESZG3XQY3'}]",275386,,37,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.17,,[],,,,,276306,,38,spr-buttons,feedback,[],
831,the only one,11007,6_rotate_6,False,K,,,,57QkWqXASdPMDFRmA,0.0-3.0-0.18,0,[],L,,,"[{'role': 'speaker', 'text': 'facing right', 'playerId': 'G2cRaG8fekyPR6Msn'}, {'role': 'speaker', 'text': 'full kneeling holding tray', 'playerId': 'G2cRaG8fekyPR6Msn'}, {'role': 'speaker', 'text': 'upright head', 'playerId': 'G2cRaG8fekyPR6Msn'}]",287314,,39,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.18,,[],,,,,288235,,40,spr-buttons,feedback,[],
831,the only one,11941,2_rotate_6,True,F,,,,3A9hhryuHHeDQhoGy,0.0-3.0-0.19,5,[],F,,,"[{'role': 'speaker', 'text': 'seating down facing left with only legs visible', 'playerId': 'FqnLSC6GxDNz6hS73'}]",300183,,41,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.19,,[],,,,,301106,,42,spr-buttons,feedback,[],
831,the only one,11703,6_rotate_1,False,G,,,,6bkpQbsv6wvHWczvB,0.0-3.0-0.20,5,[],F,,,"[{'role': 'speaker', 'text': 'this one looks like a guy leaning backwards resting on his arms face the left of your screen, and they have a rotated square and a triangle on their head', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'their ""arm"" is an upside down triangle', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'listener', 'text': 'like a guy is falling backward', 'playerId': '5LJfKFwCaZ5exES48'}, {'role': 'speaker', 'text': 'no like they are leaning backwards', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'half leaning half laying', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'there is an upside down triangle for their arm', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'and they are facing the left of your screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'there is a rotated square on the left side of their head', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'and a triangle rotated 45 degrees on the left side of their head', 'playerId': 'pNzsWQrabqXgTRTpu'}]",312819,,43,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.20,,[],,,,,313741,,44,spr-buttons,feedback,[],
831,the only one,10183,2_rotate_6,True,A,,,,pR4tb8CtSgCLLcMQY,0.0-3.0-0.21,10,[],A,,,"[{'role': 'speaker', 'text': 'on one leg other in front head back', 'playerId': 'zzGaoZ3hK2qpc5XR6'}]",323930,,45,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.21,,[],,,,,324842,,46,spr-buttons,feedback,[],
831,the only one,4907,6_rotate_6,False,K,,,,cLaK88862bv7MHMuQ,0.0-3.0-0.22,4,[],C,,,"[{'role': 'speaker', 'text': 'diamond on diamond head', 'playerId': 'gd4Mbi8awyKfZgvka'}]",329755,,47,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.22,,[],,,,,330672,,48,spr-buttons,feedback,[],
831,the only one,26314,6_rotate_1,False,B,,,,6bkpQbsv6wvHWczvB,0.0-3.0-0.23,7,[],G,,,"[{'role': 'speaker', 'text': 'this one looks like an animal facing the left of the screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'with a pointy nose', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': ""and a square on their head that's only slightly angled"", 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'and a triangle on the back of its head rotated 90 degrees', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'with the flat piece facing the LEFT of your screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'listener', 'text': 'hockey player', 'playerId': '5LJfKFwCaZ5exES48'}, {'role': 'speaker', 'text': 'no looks like an animal with a pointy nose facing the left of the screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'listener', 'text': ""He's like looking at his feet"", 'playerId': 'Chjp2rtMWxtmo8NPc'}, {'role': 'speaker', 'text': 'it almost looks shorter than the rest', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'looking straight to the left of your screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'just a little triangle for feet', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'that are also facing the left of the screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'there is a square and a triangle on the top of its head', 'playerId': 'pNzsWQrabqXgTRTpu'}]",356994,,49,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.23,,[],,,,,357909,,50,spr-buttons,feedback,[],
831,the only one,3739,6_rotate_6,True,H,,,,nySo3NiJX7Kres7zm,0.0-3.0-0.24,8,[],H,,,"[{'role': 'speaker', 'text': 'Wrapped up baby', 'playerId': 'ugNcH6z9oWCzD3uHh'}]",361655,,51,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.24,,[],,,,,362564,,52,spr-buttons,feedback,[],
831,the only one,5729,2_rotate_6,True,G,,,,FfK5QXXSw833vwHKX,0.0-3.0-0.25,7,[],G,,,"[{'role': 'speaker', 'text': 'high heel', 'playerId': 'psDWD9d3xQGdFFP7Q'}]",368299,,53,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.25,,[],,,,,369210,,54,spr-buttons,feedback,[],
831,the only one,10058,6_rotate_1,False,K,,,,nySo3NiJX7Kres7zm,0.0-3.0-0.26,1,[],D,,,"[{'role': 'speaker', 'text': 'like someone on their knees with arms out to the right', 'playerId': 'iMBFSMZFcXNsgL6Hp'}, {'role': 'speaker', 'text': 'head upwards', 'playerId': 'iMBFSMZFcXNsgL6Hp'}, {'role': 'listener', 'text': 'like oliver begging for more food', 'playerId': 'LqynML5vHZbk5fMhT'}, {'role': 'speaker', 'text': 'sort of yes, but the one where legs are fully on floor', 'playerId': 'iMBFSMZFcXNsgL6Hp'}, {'role': 'speaker', 'text': 'not the one where the knees just look bent', 'playerId': 'iMBFSMZFcXNsgL6Hp'}]",379275,,55,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.26,,[],,,,,380196,,56,spr-buttons,feedback,[],
831,the only one,17121,2_rotate_6,False,G,,,,52Z92z3wj7TxhCe3X,0.0-3.0-0.27,9,[],I,,,"[{'role': 'speaker', 'text': 'your seal, my dancer', 'playerId': 'jDNNo5YT7r2NRqawS'}]",397324,,57,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.27,,[],,,,,398239,,58,spr-buttons,feedback,[],
831,the only one,8238,6_rotate_1,True,D,,,,6bkpQbsv6wvHWczvB,0.0-3.0-0.28,1,[],D,,,"[{'role': 'speaker', 'text': 'it looks like a guy is holding a cup of soup facing to the left of your screen', 'playerId': 'pNzsWQrabqXgTRTpu'}]",406487,,59,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.28,,[],,,,,407402,,60,spr-buttons,feedback,[],
831,the only one,4215,2_rotate_1,True,H,,,,GpF4Ge9YCd7ih3DFr,0.0-3.0-0.29,8,[],H,,,"[{'role': 'speaker', 'text': 'diamond head in center', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'no arms', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': '""foot"" facing right', 'playerId': 'cjtnTXrerxbK7pi39'}]",411626,,61,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.29,,[],,,,,412537,,62,spr-buttons,feedback,[],
831,the only one,49560,6_rotate_1,False,G,,,,4eigY5GthWZfxug8D,0.0-3.0-0.30,10,[],A,,,"[{'role': 'speaker', 'text': 'arms extended', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'on leg forward', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'one leg backwards', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'both legs on ground', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'right leg slightly higher', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'arms are head level', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'pointed slightly up', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'back leg is thicc', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'front leg is a triangle', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'listener', 'text': 'she thicc', 'playerId': '9b8gwadnyYhRSdEC7'}, {'role': 'listener', 'text': 'super thicc', 'playerId': 'T8RuPGkjXkXWtsHrf'}]",462103,,63,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.30,,[],,,,,463014,,64,spr-buttons,feedback,[],
831,the only one,16725,2_rotate_1,True,B,,,,hu2zy5uGrN4qJ7qqe,0.0-3.0-0.31,2,[],B,,,"[{'role': 'speaker', 'text': 'this looks like they are sitting on the ground with their arms in a triangle shape pointing out towards the left', 'playerId': 'xwCpnpj4eoCiFYeCE'}, {'role': 'speaker', 'text': 'they also have a triangle attached to the head', 'playerId': 'xwCpnpj4eoCiFYeCE'}]",479746,,65,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.31,,[],,,,,480665,,66,spr-buttons,feedback,[],
831,the only one,10219,6_rotate_6,True,L,,,,k4otZKu35xehtF93F,0.0-3.0-0.32,0,[],L,,,"[{'role': 'speaker', 'text': 'praying right, but feet flat, not behind', 'playerId': 'ybQ6avjhBa46uuw8Z'}, {'role': 'listener', 'text': 'zig zag man', 'playerId': '2uEiLua7RSNzB3CP8'}, {'role': 'listener', 'text': 'Back as flat as mine hurts rite now', 'playerId': 'Sb5t7YLhHirE7JfNH'}]",490890,,67,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.32,,[],,,,,491800,,68,spr-buttons,feedback,[],
831,the only one,6916,2_rotate_6,True,C,,,,2928FF7GcrkeFiDkh,0.0-3.0-0.33,4,[],C,,,"[{'role': 'speaker', 'text': 'leaning left Y arms', 'playerId': '5L7PZWTLhnYMGQE8b'}]",498722,,69,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.33,,[],,,,,499638,,70,spr-buttons,feedback,[],
831,the only one,1626,2_rotate_6,True,H,,,,52Z92z3wj7TxhCe3X,0.0-3.0-0.34,8,[],H,,,"[{'role': 'speaker', 'text': 'no arms', 'playerId': 'jDNNo5YT7r2NRqawS'}]",501269,,71,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.34,,[],,,,,502187,,72,spr-buttons,feedback,[],
831,the only one,5240,2_rotate_6,True,C,,,,79swBZFsJnrQuHvhd,0.0-3.0-0.35,4,[],C,,,"[{'role': 'speaker', 'text': 'swaying to the left', 'playerId': 'b6WTJQoLvhx9dhQWk'}]",507434,,73,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.35,,[],,,,,508356,,74,spr-buttons,feedback,[],
831,the only one,6556,6_rotate_6,True,F,,,,cLaK88862bv7MHMuQ,0.0-3.0-0.36,5,[],F,,,"[{'role': 'speaker', 'text': 'sad man', 'playerId': 'gd4Mbi8awyKfZgvka'}, {'role': 'speaker', 'text': 'knees pointing upwards', 'playerId': 'gd4Mbi8awyKfZgvka'}]",514918,,75,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.36,,[],,,,,515828,,76,spr-buttons,feedback,[],
831,the only one,6210,6_rotate_1,True,H,,,,4eigY5GthWZfxug8D,0.0-3.0-0.37,8,[],H,,,"[{'role': 'speaker', 'text': 'this dudes in a sleeping bag', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'listener', 'text': 'is he really cuddled up', 'playerId': 'T8RuPGkjXkXWtsHrf'}, {'role': 'listener', 'text': 'like beside a fire', 'playerId': 'T8RuPGkjXkXWtsHrf'}, {'role': 'speaker', 'text': 'like a worm with a triangle head', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'looks real cosy', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'listener', 'text': 'like a caterpillar', 'playerId': 'T8RuPGkjXkXWtsHrf'}, {'role': 'speaker', 'text': ""he's got like"", 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'listener', 'text': 'is he like slightly bent to the right', 'playerId': '9b8gwadnyYhRSdEC7'}, {'role': 'speaker', 'text': 'most of his body is straight', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'listener', 'text': 'and his little wormy end is pointing right >', 'playerId': 'T8RuPGkjXkXWtsHrf'}, {'role': 'speaker', 'text': 'then his feet are like point out to the right', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': 'yeah little wormy end haha', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': ""he's got no arms"", 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': ""he's kinda sitting"", 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'listener', 'text': 'no ears right', 'playerId': '9b8gwadnyYhRSdEC7'}, {'role': 'speaker', 'text': 'no ears', 'playerId': 'W2FcmbCnXZFmMLy9v'}, {'role': 'speaker', 'text': ""like he's got legs"", 'playerId': 'W2FcmbCnXZFmMLy9v'}]",522042,,77,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.37,,[],,,,,522953,,78,spr-buttons,feedback,[],
831,the only one,9344,6_rotate_6,True,B,,,,CojwM8x8ZFDB9Y6HF,0.0-3.0-0.38,2,[],B,,,"[{'role': 'speaker', 'text': 'Diamond on top, two triangles below with small gap between them', 'playerId': 'WJorh6puwn4WDQkk3'}, {'role': 'listener', 'text': 'lying down dog', 'playerId': 'qnjhZ585k3LjuELyR'}, {'role': 'speaker', 'text': 'Could be a person kneeling right, with small legs pointing out to the left', 'playerId': 'WJorh6puwn4WDQkk3'}]",532306,,79,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.38,,[],,,,,533225,,80,spr-buttons,feedback,[],
831,the only one,3265,2_rotate_6,True,H,,,,of4gY8Bu37PbmkPee,0.0-3.0-0.39,8,[],H,,,"[{'role': 'speaker', 'text': 'no legs', 'playerId': '7NrLvX7rfwB2y54ZF'}, {'role': 'speaker', 'text': 'protrudes on right', 'playerId': '7NrLvX7rfwB2y54ZF'}]",536498,,81,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.39,,[],,,,,537413,,82,spr-buttons,feedback,[],
831,the only one,9574,2_rotate_1,True,F,,,,YyAyuHf7S76wsbCA6,0.0-3.0-0.40,5,[],F,,,"[{'role': 'speaker', 'text': 'select the figure sitting down', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'hunched back', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'facing left', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'triangle on top', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'polygon back', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'then legs', 'playerId': 'fAMhn4Ein8YivGti7'}]",546995,,83,spr-buttons,selection,[],
831,the only one,,,,,,,,,0.0-3.0-1.40,,[],,,,,547915,,84,spr-buttons,feedback,[],
