workerid,proliferate.condition,button_rt,condition,correct,correct_tangram,failed_audio,failed_images,failed_video,gameId,internal_node_id,response,rt,selected,stimulus,success,text,time_elapsed,timeout,trial_index,trial_type,type,word,error
914,the one true condition,,,,,,,,,0.0-3.0-1.3,,[],,,,,122802,,10,spr-buttons,feedback,[],
914,the one true condition,5815,6_thick_6,False,A,,,,2p26ok9CFsRGJGceh,0.0-3.0-0.4,8,[],E,,,"[{'role': 'speaker', 'text': 'Happy Bunny 5 5 This one is sad lizard with flag', 'playerId': 'wcqH3MeeC8KicnQmh'}]",128621,,11,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.4,,[],,,,,129524,,12,spr-buttons,feedback,[],
914,the one true condition,8234,6_thin_6,False,E,,,,XbZk9j8EZFLzxLNGC,0.0-3.0-0.5,6,[],L,,,"[{'role': 'speaker', 'text': 'person with a head dress sitting facing right', 'playerId': 'xAo494dnYpcdA5GYh'}]",137761,,13,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.5,,[],,,,,138666,,14,spr-buttons,feedback,[],
914,the one true condition,9461,2_thick_6,False,B,,,,ReHEztHvdLg42SEGu,0.0-3.0-0.6,7,[],K,,,"[{'role': 'speaker', 'text': 'person kneeling COMPLETELY FLAT ON THE GROUND two pointed triangles on its side', 'playerId': 'dRD2qauYBz3is79vB'}, {'role': 'speaker', 'text': 'wearing a shoe', 'playerId': 'dRD2qauYBz3is79vB'}]",148130,,15,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.6,,[],,,,,149038,,16,spr-buttons,feedback,[],
914,the one true condition,7796,6_thick_6,False,L,,,,XPDgovNnwsyppFmAf,0.0-3.0-0.7,0,[],B,,,"[{'role': 'speaker', 'text': 'half crouched', 'playerId': 'gwt4PNWvsk9BAK8Ed'}]",156837,,17,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.7,,[],,,,,157746,,18,spr-buttons,feedback,[],
914,the one true condition,12609,6_thin_1,False,K,,,,dh6tkArXHwNp8Aru4,0.0-3.0-0.8,10,[],D,,,"[{'role': 'speaker', 'text': 'KNEELING UP WITH HANDS OUT', 'playerId': 'bPKaFxCT9xHgbCHWZ'}, {'role': 'speaker', 'text': 'STRAIGHT BACK', 'playerId': 'bPKaFxCT9xHgbCHWZ'}, {'role': 'speaker', 'text': 'FEET POINTING UP', 'playerId': 'bPKaFxCT9xHgbCHWZ'}]",170358,,19,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.8,,[],,,,,171262,,20,spr-buttons,feedback,[],
914,the one true condition,20857,2_thin_1,True,G,,,,9wbjtnF8xe5ymzikg,0.0-3.0-0.9,4,[],G,,,"[{'role': 'speaker', 'text': 'This is very tricky one second', 'playerId': '3R3qpxKrLougMSfGd'}, {'role': 'speaker', 'text': 'The head is tilting backwards towards the left side', 'playerId': '3R3qpxKrLougMSfGd'}, {'role': 'speaker', 'text': 'The body is like a inflated comma', 'playerId': '3R3qpxKrLougMSfGd'}, {'role': 'speaker', 'text': 'The bottom half is like a comma shape', 'playerId': '3R3qpxKrLougMSfGd'}, {'role': 'speaker', 'text': 'It resembles a horse lifting its front legs', 'playerId': '3R3qpxKrLougMSfGd'}]",192123,,21,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.9,,[],,,,,193026,,22,spr-buttons,feedback,[],
914,the one true condition,17856,6_thick_1,True,A,,,,vHRdxbuskY9MXxf4j,0.0-3.0-0.10,3,[],A,,,"[{'role': 'listener', 'text': ""That's what i'm talking about"", 'playerId': 'diPZJB3aPyKz8PQGT'}, {'role': 'speaker', 'text': ""this one looks like he's walking, facing left with one foot up"", 'playerId': 'RSQku3ckThbYxojeR'}, {'role': 'listener', 'text': 'almost like the zombie walk, and a weird triangle shape at the top left', 'playerId': 'diPZJB3aPyKz8PQGT'}]",210886,,23,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.10,,[],,,,,211800,,24,spr-buttons,feedback,[],
914,the one true condition,8145,6_thick_1,False,L,,,,ZJwZxaeBDE6xqPFAv,0.0-3.0-0.11,11,[],J,,,"[{'role': 'speaker', 'text': 'This looks like someone kneeling, holding triangle arms to OUR right, kneeling down, their square head', 'playerId': 'e9g86kP6Wh4MDo4hN'}, {'role': 'speaker', 'text': 'By arms I mean ONE sort of triangle pointing rightward', 'playerId': 'e9g86kP6Wh4MDo4hN'}, {'role': 'speaker', 'text': 'The bottom makes a sort of parallelogram +', 'playerId': 'e9g86kP6Wh4MDo4hN'}]",219949,,25,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.11,,[],,,,,220857,,26,spr-buttons,feedback,[],
914,the one true condition,3701,2_thick_1,True,E,,,,4bDDi23d6D8SJkrgQ,0.0-3.0-0.12,8,[],E,,,"[{'role': 'speaker', 'text': 'like a bunny with two big triangle ears', 'playerId': 'P5nFedWBmEvAmd8CD'}, {'role': 'speaker', 'text': 'the body is facing to the right', 'playerId': 'P5nFedWBmEvAmd8CD'}]",224561,,27,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.12,,[],,,,,225469,,28,spr-buttons,feedback,[],
914,the one true condition,5228,6_thin_1,False,L,,,,7Djg3JQnctbBGbR6q,0.0-3.0-0.13,10,[],D,,,"[{'role': 'speaker', 'text': 'The person is kneeling holding a plate and her feet do not turn up', 'playerId': 'Ef4nkLWp4LNYMmKPA'}]",230700,,29,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.13,,[],,,,,231603,,30,spr-buttons,feedback,[],
914,the one true condition,9742,2_thin_6,False,B,,,,Aq5QevmQACnfqeuj4,0.0-3.0-0.14,7,[],K,,,"[{'role': 'speaker', 'text': 'It is kneeling facing the right with boths hands in the air', 'playerId': 'QWnE4mnYS4vBNFQdu'}]",241348,,31,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.14,,[],,,,,242251,,32,spr-buttons,feedback,[],
914,the one true condition,3607,2_thick_6,False,K,,,,voSMQaG9H4nC4jy32,0.0-3.0-0.15,5,[],I,,,"[{'role': 'speaker', 'text': 'kneeling down with plate out', 'playerId': 'xCczn7ZDHtYRWQE6W'}, {'role': 'speaker', 'text': 'with tail', 'playerId': 'xCczn7ZDHtYRWQE6W'}]",245861,,33,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.15,,[],,,,,246763,,34,spr-buttons,feedback,[],
914,the one true condition,4895,6_thick_1,True,E,,,,QeHxf8rJXN8MCSKYR,0.0-3.0-0.16,8,[],E,,,"[{'role': 'speaker', 'text': 'this is the one that appears to have a square head with two triangles on top and looks as though it is sitting on the floor facing to the right with knees bent up', 'playerId': 'NxLjuiDi5cuFnLeTt'}]",251661,,35,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.16,,[],,,,,252563,,36,spr-buttons,feedback,[],
914,the one true condition,8499,6_thick_6,False,D,,,,2p26ok9CFsRGJGceh,0.0-3.0-0.17,0,[],B,,,"[{'role': 'speaker', 'text': ""5 5 It's the priest again giving his sermon to people on left"", 'playerId': 'wcqH3MeeC8KicnQmh'}]",261065,,37,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.17,,[],,,,,261970,,38,spr-buttons,feedback,[],
914,the one true condition,10502,6_thick_1,False,B,,,,AM32EpWzbjLmWKqQX,0.0-3.0-0.18,3,[],A,,,"[{'role': 'speaker', 'text': 'Person on their knees, hands outstretched, feet to their left', 'playerId': 'ipD6BWixZJPo2Pigc'}, {'role': 'speaker', 'text': 'Triangle almost separated from the body on the right side', 'playerId': 'ipD6BWixZJPo2Pigc'}, {'role': 'speaker', 'text': 'Seperated', 'playerId': 'ipD6BWixZJPo2Pigc'}]",272475,,39,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.18,,[],,,,,273387,,40,spr-buttons,feedback,[],
914,the one true condition,7606,2_thin_6,False,E,,,,3yh8YmunGyJ3aQmWd,0.0-3.0-0.19,0,[],B,,,"[{'role': 'speaker', 'text': 'box on a hill', 'playerId': 'jYjCgmiAtd4SvCC8t'}]",280996,,41,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.19,,[],,,,,281899,,42,spr-buttons,feedback,[],
914,the one true condition,6167,6_thin_6,True,H,,,,9AyhLQe5bddaES2Af,0.0-3.0-0.20,2,[],H,,,"[{'role': 'speaker', 'text': 'no limbs can be seen other than one leg kicking out slightly from the right', 'playerId': 'FrQn83bw5h6sWkhYE'}, {'role': 'speaker', 'text': 'no body limbs!', 'playerId': 'FrQn83bw5h6sWkhYE'}]",288068,,43,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.20,,[],,,,,288982,,44,spr-buttons,feedback,[],
914,the one true condition,12542,2_thin_6,False,L,,,,byWRCj2bTz2Guefog,0.0-3.0-0.21,0,[],B,,,"[{'role': 'speaker', 'text': 'person is crouched, just a right arm, looking right', 'playerId': 'XJrMGAcWFb5rBFLwQ'}]",301527,,45,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.21,,[],,,,,302433,,46,spr-buttons,feedback,[],
914,the one true condition,9921,6_thin_1,False,K,,,,Nh8nE8Qa4C3BkbhD6,0.0-3.0-0.22,4,[],G,,,"[{'role': 'speaker', 'text': 'appears to be kneeling, , head straight,', 'playerId': 'kGFgXyvd4DGKWJytw'}, {'role': 'speaker', 'text': 'i get the sense they are in prayer position looking to the right', 'playerId': 'kGFgXyvd4DGKWJytw'}, {'role': 'speaker', 'text': 'triangle Up on the back', 'playerId': 'kGFgXyvd4DGKWJytw'}]",312355,,47,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.22,,[],,,,,313267,,48,spr-buttons,feedback,[],
914,the one true condition,4149,2_thick_6,True,J,,,,voSMQaG9H4nC4jy32,0.0-3.0-0.23,11,[],J,,,"[{'role': 'speaker', 'text': 'square guy', 'playerId': 'xCczn7ZDHtYRWQE6W'}]",317419,,49,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.23,,[],,,,,318323,,50,spr-buttons,feedback,[],
914,the one true condition,5710,6_thin_6,True,C,,,,hycXgPznSi3hzjcfX,0.0-3.0-0.24,1,[],C,,,"[{'role': 'speaker', 'text': 'arms up, slanted man', 'playerId': 'TWXWnAChyvw94LtaH'}]",324035,,51,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.24,,[],,,,,324938,,52,spr-buttons,feedback,[],
914,the one true condition,4088,2_thin_1,True,I,,,,byWRCj2bTz2Guefog,0.0-3.0-0.25,5,[],I,,,"[{'role': 'speaker', 'text': 'this looks like a ballet dancer with a leg stretched back, but the leg is a triangle and the head is a square', 'playerId': 'AXLc5WsF9dMwS482A'}, {'role': 'speaker', 'text': 'the chest is two triangles on the left', 'playerId': 'AXLc5WsF9dMwS482A'}]",329029,,53,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.25,,[],,,,,329932,,54,spr-buttons,feedback,[],
914,the one true condition,6532,2_thick_6,False,J,,,,8rdFCKG2CvuTrLnAM,0.0-3.0-0.26,2,[],H,,,"[{'role': 'speaker', 'text': 'shape with straight left side', 'playerId': 'sXCiFPWdDG3oRZb4u'}]",336467,,55,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.26,,[],,,,,337370,,56,spr-buttons,feedback,[],
914,the one true condition,6495,6_thick_6,True,F,,,,AM32EpWzbjLmWKqQX,0.0-3.0-0.27,9,[],F,,,"[{'role': 'speaker', 'text': 'Person sitting again, legs out to the left, head bent to the left', 'playerId': 'ipD6BWixZJPo2Pigc'}]",343868,,57,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.27,,[],,,,,344771,,58,spr-buttons,feedback,[],
914,the one true condition,16486,6_thin_1,True,L,,,,GfdodQMJHhNodveqQ,0.0-3.0-0.28,6,[],L,,,"[{'role': 'speaker', 'text': 'select the figure which is pointing to the right and looks like it is halfway to kneeling down', 'playerId': 'mJoMeCNLNBvXsdrNr'}]",361260,,59,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.28,,[],,,,,362165,,60,spr-buttons,feedback,[],
914,the one true condition,2764,6_thick_1,True,I,,,,xxh6EZ5ESMvTDboLx,0.0-3.0-0.29,5,[],I,,,"[{'role': 'speaker', 'text': 'looks like a figure skater foot behind to the right', 'playerId': 'ETWC7GktmiQ8Fmtef'}]",364932,,61,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.29,,[],,,,,365843,,62,spr-buttons,feedback,[],
914,the one true condition,5858,2_thick_1,False,G,,,,TswNa6hfiGwkWHMgB,0.0-3.0-0.30,0,[],B,,,"[{'role': 'speaker', 'text': 'Dancing girl with long train on the back of dress', 'playerId': 'BCjiqev2Kt7Lze3nQ'}]",371701,,63,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.30,,[],,,,,372604,,64,spr-buttons,feedback,[],
914,the one true condition,7963,2_thick_6,True,D,,,,XDoay5WJnvL23rCdz,0.0-3.0-0.31,10,[],D,,,"[{'role': 'speaker', 'text': 'standing woman in a kimono facing our left and droopy sleeves', 'playerId': '8HW5HPk6BcWhLNEud'}]",380570,,65,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.31,,[],,,,,381484,,66,spr-buttons,feedback,[],
914,the one true condition,2694,2_thin_1,True,E,,,,6ZtMrReWRYFFydpHK,0.0-3.0-0.32,8,[],E,,,"[{'role': 'speaker', 'text': 'Looks a little like a rabbit sitting on the floor facing toward the right hand side Two triangles on a diamond atop another triangle', 'playerId': 'D3HFDGENYCiG9LDJf'}]",384181,,67,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.32,,[],,,,,385084,,68,spr-buttons,feedback,[],
914,the one true condition,3484,6_thin_6,True,I,,,,PppCQXs7SSfgS4Ygj,0.0-3.0-0.33,5,[],I,,,"[{'role': 'speaker', 'text': 'two arms pointing left, one leg kicked out to the right, standing on one leg', 'playerId': 'fBDb4v9G46e3McF8B'}]",388570,,69,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.33,,[],,,,,389474,,70,spr-buttons,feedback,[],
914,the one true condition,4149,6_thick_6,False,D,,,,5wn4MiopXyfXuTxG9,0.0-3.0-0.34,2,[],H,,,"[{'role': 'speaker', 'text': 'This figure is completely upright with the squarish limb to the front', 'playerId': 'HJoHFMvp6qPSD2pXk'}]",393626,,71,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.34,,[],,,,,394537,,72,spr-buttons,feedback,[],
914,the one true condition,14763,6_thin_6,False,J,,,,PDtkH4fTndXzR4oNt,0.0-3.0-0.35,10,[],D,,,"[{'role': 'speaker', 'text': 'long straight bit on the right, candle bit on the left', 'playerId': 'aYEneuu2qPkdL2PeC'}, {'role': 'speaker', 'text': 'diamond on the top', 'playerId': 'aYEneuu2qPkdL2PeC'}, {'role': 'speaker', 'text': 'looks like a candle', 'playerId': 'aYEneuu2qPkdL2PeC'}, {'role': 'speaker', 'text': 'long straight on the left hand side', 'playerId': 'aYEneuu2qPkdL2PeC'}]",409303,,73,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.35,,[],,,,,410221,,74,spr-buttons,feedback,[],
914,the one true condition,3479,6_thick_6,True,F,,,,d3pirdbXLaHdgxR9t,0.0-3.0-0.36,9,[],F,,,"[{'role': 'speaker', 'text': 'sitting on your bum', 'playerId': 'YvaYGp3i8g88dxJR7'}]",413703,,75,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.36,,[],,,,,414607,,76,spr-buttons,feedback,[],
914,the one true condition,6036,6_thin_1,False,K,,,,dG226KpEbdnXwkPGx,0.0-3.0-0.37,6,[],L,,,"[{'role': 'speaker', 'text': 'Looks like the image is bowing down', 'playerId': 'MRy5sG4H9RcBMfW2b'}, {'role': 'speaker', 'text': 'Holding a bowl', 'playerId': 'MRy5sG4H9RcBMfW2b'}]",420646,,77,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.37,,[],,,,,421559,,78,spr-buttons,feedback,[],
914,the one true condition,1736,2_thin_1,False,L,,,,GGz5Zb58tHpG8X5z7,0.0-3.0-0.38,7,[],K,,,"[{'role': 'speaker', 'text': 'kneeling', 'playerId': 'HfeucCnhyMQZNxJYH'}]",423298,,79,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.38,,[],,,,,424212,,80,spr-buttons,feedback,[],
914,the one true condition,3950,6_thick_1,True,F,,,,C6NxFhmDQvNgE2P68,0.0-3.0-0.39,9,[],F,,,"[{'role': 'speaker', 'text': 'Sitting down, facing left, knees are pulled up halfway', 'playerId': 'CsbCqNrAHc5ueS2rd'}]",428162,,81,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.39,,[],,,,,429080,,82,spr-buttons,feedback,[],
914,the one true condition,11718,6_thick_1,True,G,,,,QkKavPsKXNH5uJzrs,0.0-3.0-0.40,4,[],G,,,"[{'role': 'speaker', 'text': 'this one almost looks like a person dancing', 'playerId': 'ySkkTvw6MWq2jN8sB'}, {'role': 'speaker', 'text': 'with a large object being pulled behind them', 'playerId': 'ySkkTvw6MWq2jN8sB'}, {'role': 'speaker', 'text': 'overall the design kind of makes a letter ""J""', 'playerId': 'ySkkTvw6MWq2jN8sB'}, {'role': 'speaker', 'text': 'it does NOT look like a person sitting', 'playerId': 'ySkkTvw6MWq2jN8sB'}]",440800,,83,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.40,,[],,,,,441705,,84,spr-buttons,feedback,[],
914,the one true condition,2487,2_thin_6,True,I,,,,c3627RTtA7SfM2g6N,0.0-3.0-0.41,5,[],I,,,"[{'role': 'speaker', 'text': 'karate kick behind', 'playerId': 'AYaqScZTLQv5T9cvK'}]",444194,,85,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.41,,[],,,,,445098,,86,spr-buttons,feedback,[],
914,the one true condition,39826,6_thin_1,False,G,,,,2gkxKTcPdQews5qTX,0.0-3.0-0.42,8,[],E,,,"[{'role': 'speaker', 'text': 'think of a shoe the heel is a triangle but is not touching the ground there is a square ate the top left', 'playerId': 'yN5pFmHQdR2zzStyt'}]",484924,,87,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.42,,[],,,,,485841,,88,spr-buttons,feedback,[],
914,the one true condition,7199,2_thick_6,False,K,,,,rshQ6tYBS22PNQeTe,0.0-3.0-0.43,8,[],E,,,"[{'role': 'speaker', 'text': 'two diamonds', 'playerId': 'MgJ37EC6d5m8bs8h7'}]",493044,,89,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.43,,[],,,,,493947,,90,spr-buttons,feedback,[],
914,the one true condition,6491,2_thin_6,False,E,,,,oJFB5dkDNtRxZNzec,0.0-3.0-0.44,3,[],A,,,"[{'role': 'speaker', 'text': 'hat', 'playerId': '4AsFJzDE4jwjApMjQ'}]",500441,,91,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.44,,[],,,,,501358,,92,spr-buttons,feedback,[],
914,the one true condition,6823,2_thick_1,False,C,,,,NdrBpKKdJinL4P9pF,0.0-3.0-0.45,4,[],G,,,"[{'role': 'speaker', 'text': 'triangle between two rhombuses and on top of another', 'playerId': 'fzPLirZgYXeqXcey7'}, {'role': 'speaker', 'text': 'looks like a guy leaning to the left with his arms up', 'playerId': 'fzPLirZgYXeqXcey7'}]",508185,,93,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.45,,[],,,,,509099,,94,spr-buttons,feedback,[],
914,the one true condition,3010,6_thick_6,True,F,,,,idfdowLZKpkzB8ypa,0.0-3.0-0.46,9,[],F,,,"[{'role': 'speaker', 'text': 'sitting on floor with knees bent upwards', 'playerId': 'hWLbCy7ApJfJBtYmh'}]",512113,,95,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.46,,[],,,,,513016,,96,spr-buttons,feedback,[],
914,the one true condition,3727,6_thick_6,True,A,,,,FQmZmJts5MsgBFKCs,0.0-3.0-0.47,3,[],A,,,"[{'role': 'speaker', 'text': 'zombie', 'playerId': '4bzGCtgSy2NNk9Q5m'}]",516746,,97,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.47,,[],,,,,517650,,98,spr-buttons,feedback,[],
914,the one true condition,8996,6_thin_6,True,B,,,,iWDET8rLPYMj9RE39,0.0-3.0-0.48,0,[],B,,,"[{'role': 'speaker', 'text': 'triangle bottom left', 'playerId': 'yS4bdq7buoNJWwCGR'}, {'role': 'speaker', 'text': '2 triangles under diamond head', 'playerId': 'yS4bdq7buoNJWwCGR'}]",526648,,99,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.48,,[],,,,,527551,,100,spr-buttons,feedback,[],
914,the one true condition,2576,2_thick_1,False,A,,,,RAnND9hdveF9KAQce,0.0-3.0-0.49,5,[],I,,,"[{'role': 'speaker', 'text': 'their right foot is up and the other is on the floor', 'playerId': '34Br2mxZXWB7Z8veK'}]",530131,,101,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.49,,[],,,,,531037,,102,spr-buttons,feedback,[],
914,the one true condition,8656,2_thin_1,False,K,,,,BP9jqaXgDcqoupu9X,0.0-3.0-0.50,6,[],L,,,"[{'role': 'speaker', 'text': 'looks like a woman sat on a seat, holding a triangle on the right side, facing the right side', 'playerId': 'MjgM5qp98eAX4zuZL'}]",539694,,103,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.50,,[],,,,,540596,,104,spr-buttons,feedback,[],
914,the one true condition,4715,6_thin_6,False,A,,,,vb35TJcSHPpKxAzJo,0.0-3.0-0.51,5,[],I,,,"[{'role': 'speaker', 'text': 'About to throw a baseball one leg in front of the other to the right', 'playerId': 'FZwaqKfJFzuRG7WoT'}, {'role': 'speaker', 'text': 'Square head due to the angle', 'playerId': 'FZwaqKfJFzuRG7WoT'}]",545314,,105,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.51,,[],,,,,546218,,106,spr-buttons,feedback,[],
914,the one true condition,3925,2_thick_6,False,J,,,,htub6itv8siAtQv22,0.0-3.0-0.52,4,[],G,,,"[{'role': 'speaker', 'text': 'straight flat edge left', 'playerId': 'HvkLtechHtpsjT9rJ'}]",550146,,107,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.52,,[],,,,,551063,,108,spr-buttons,feedback,[],
914,the one true condition,7763,2_thin_1,False,K,,,,53uTmg2fquiNWgaK9,0.0-3.0-0.53,6,[],L,,,"[{'role': 'speaker', 'text': 'kneeling to the right', 'playerId': '8TCXBa5TcMjPDEKv6'}, {'role': 'speaker', 'text': 'diamond head in center', 'playerId': '8TCXBa5TcMjPDEKv6'}]",558829,,109,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.53,,[],,,,,559732,,110,spr-buttons,feedback,[],
914,the one true condition,15249,2_thin_6,False,I,,,,HQCyESfw7Bwg5LM3Q,0.0-3.0-0.54,3,[],A,,,"[{'role': 'speaker', 'text': 'standing one left, other leg stretched to the right, head facing left with arms out to the left', 'playerId': 'hqLm2SFGSXpKH7smw'}]",574984,,111,spr-buttons,selection,[],
914,the one true condition,,,,,,,,,0.0-3.0-1.54,,[],,,,,575887,,112,spr-buttons,feedback,[],
914,the one true condition,17365,2_thick_1,True,H,,,,ReHEztHvdLg42SEGu,0.0-3.0-0.55,2,[],H,,,"[{'role': 'speaker', 'text': ""this one looks like it's sitting with its legs crossed off to the side"", 'playerId': 'dRD2qauYBz3is79vB'}, {'role': 'listener', 'text': 'Legs facing left or right', 'playerId': 'Pguc8sNiz63gYASuy'}, {'role': 'speaker', 'text': 'could be facing us, or facing away from us', 'playerId': 'dRD2qauYBz3is79vB'}, {'role': 'speaker', 'text': 'right!', 'playerId': 'dRD2qauYBz3is79vB'}]",593254,,113,spr-buttons,selection,[],
